ref_seq,qry_seq,reconstruction_name,vpr_method,seq_len,bin_type,binning_strategy,events_per_bin,time_res,positive_dist_thresh,patch_or_frame,seq_match_type,num_qry_frames,num_ref_frames,recall_at_1,auc,runtime
R0_FA0,R0_FS0,eventCount,mixvpr,1,timebin,adaptive,,,25,frame,modified,2074,2368,0.5694,,46.26
R0_FA0,R0_FN0,eventCount,mixvpr,1,timebin,adaptive,,,25,frame,modified,2029,2368,0.1069,,29.62
R0_FN0,R0_FS0,eventCount,mixvpr,1,timebin,adaptive,,,25,frame,modified,2074,2029,0.2179,,24.45
R0_RA0,R0_RN0,eventCount,mixvpr,1,timebin,adaptive,,,25,frame,modified,2110,2873,0.0844,,35.88
R0_RS0,R0_RN0,eventCount,mixvpr,1,timebin,adaptive,,,25,frame,modified,2110,2318,0.1517,,30.25
R0_FA0,R0_FS0,eventCount_noPolarity,mixvpr,1,timebin,adaptive,,,25,frame,modified,2074,2368,0.4677,,31.33
R0_FA0,R0_FN0,eventCount_noPolarity,mixvpr,1,timebin,adaptive,,,25,frame,modified,2029,2368,0.0991,,27.74
R0_FN0,R0_FS0,eventCount_noPolarity,mixvpr,1,timebin,adaptive,,,25,frame,modified,2074,2029,0.2150,,25.14
R0_RA0,R0_RN0,eventCount_noPolarity,mixvpr,1,timebin,adaptive,,,25,frame,modified,2110,2873,0.0673,,35.80
R0_RS0,R0_RN0,eventCount_noPolarity,mixvpr,1,timebin,adaptive,,,25,frame,modified,2110,2318,0.1844,,31.01
R0_FA0,R0_FS0,timeSurface,mixvpr,1,timebin,adaptive,,,25,frame,modified,2074,2368,0.6842,,31.11
R0_FA0,R0_FN0,timeSurface,mixvpr,1,timebin,adaptive,,,25,frame,modified,2029,2368,0.0853,,34.49
R0_FN0,R0_FS0,timeSurface,mixvpr,1,timebin,adaptive,,,25,frame,modified,2074,2029,0.2584,,24.60
R0_RA0,R0_RN0,timeSurface,mixvpr,1,timebin,adaptive,,,25,frame,modified,2110,2873,0.0564,,33.08
R0_RS0,R0_RN0,timeSurface,mixvpr,1,timebin,adaptive,,,25,frame,modified,2110,2318,0.1384,,28.45
R0_FA0,R0_FS0,e2vid,mixvpr,1,timebin,adaptive,,,25,frame,modified,2074,2368,0.6798,,31.09
R0_FA0,R0_FN0,e2vid,mixvpr,1,timebin,adaptive,,,25,frame,modified,2029,2368,0.0345,,26.41
R0_FN0,R0_FS0,e2vid,mixvpr,1,timebin,adaptive,,,25,frame,modified,2074,2029,0.1736,,25.48
R0_RA0,R0_RN0,e2vid,mixvpr,1,timebin,adaptive,,,25,frame,modified,2110,2873,0.0436,,33.46
R0_RS0,R0_RN0,e2vid,mixvpr,1,timebin,adaptive,,,25,frame,modified,2110,2318,0.1038,,35.26
R0_FA0,R0_FS0,eventCount,netvlad,1,timebin,adaptive,,,25,frame,modified,2074,2368,0.3910,,46.00
R0_FA0,R0_FN0,eventCount,netvlad,1,timebin,adaptive,,,25,frame,modified,2029,2368,0.0660,,39.85
R0_FA0,R0_FS0,eventCount,cosplace,1,timebin,adaptive,,,25,frame,modified,2074,2368,0.3963,,53.38
R0_FN0,R0_FS0,eventCount,netvlad,1,timebin,adaptive,,,25,frame,modified,2074,2029,0.1432,,32.69
R0_FA0,R0_FN0,eventCount,cosplace,1,timebin,adaptive,,,25,frame,modified,2029,2368,0.0690,,31.54
R0_FN0,R0_FS0,eventCount,cosplace,1,timebin,adaptive,,,25,frame,modified,2074,2029,0.1909,,28.19
R0_RA0,R0_RN0,eventCount,netvlad,1,timebin,adaptive,,,25,frame,modified,2110,2873,0.0374,,45.76
R0_RA0,R0_RN0,eventCount,cosplace,1,timebin,adaptive,,,25,frame,modified,2110,2873,0.0474,,46.57
R0_RS0,R0_RN0,eventCount,netvlad,1,timebin,adaptive,,,25,frame,modified,2110,2318,0.0905,,41.02
R0_FA0,R0_FS0,eventCount_noPolarity,netvlad,1,timebin,adaptive,,,25,frame,modified,2074,2368,0.4041,,36.97
R0_RS0,R0_RN0,eventCount,cosplace,1,timebin,adaptive,,,25,frame,modified,2110,2318,0.0555,,44.64
R0_FA0,R0_FS0,eventCount,megaloc,1,timebin,adaptive,,,25,frame,modified,2074,2368,0.6663,,209.55
R0_FA0,R0_FN0,eventCount_noPolarity,netvlad,1,timebin,adaptive,,,25,frame,modified,2029,2368,0.0552,,39.72
R0_FA0,R0_FS0,eventCount_noPolarity,cosplace,1,timebin,adaptive,,,25,frame,modified,2074,2368,0.2999,,35.64
R0_FN0,R0_FS0,eventCount_noPolarity,netvlad,1,timebin,adaptive,,,25,frame,modified,2074,2029,0.1331,,32.33
R0_FA0,R0_FN0,eventCount_noPolarity,cosplace,1,timebin,adaptive,,,25,frame,modified,2029,2368,0.0439,,30.95
R0_FN0,R0_FS0,eventCount_noPolarity,cosplace,1,timebin,adaptive,,,25,frame,modified,2074,2029,0.1591,,27.75
R0_RA0,R0_RN0,eventCount_noPolarity,netvlad,1,timebin,adaptive,,,25,frame,modified,2110,2873,0.0512,,43.71
R0_RA0,R0_RN0,eventCount_noPolarity,cosplace,1,timebin,adaptive,,,25,frame,modified,2110,2873,0.0223,,44.81
R0_RS0,R0_RN0,eventCount_noPolarity,netvlad,1,timebin,adaptive,,,25,frame,modified,2110,2318,0.0853,,36.33
R0_RS0,R0_RN0,eventCount_noPolarity,cosplace,1,timebin,adaptive,,,25,frame,modified,2110,2318,0.0910,,34.92
R0_FA0,R0_FN0,eventCount,megaloc,1,timebin,adaptive,,,25,frame,modified,2029,2368,0.1715,,184.66
R0_FA0,R0_FS0,timeSurface,netvlad,1,timebin,adaptive,,,25,frame,modified,2074,2368,0.4629,,46.59
R0_FA0,R0_FS0,timeSurface,cosplace,1,timebin,adaptive,,,25,frame,modified,2074,2368,0.5188,,35.94
R0_FA0,R0_FS0,eventCount,mixvpr,1,timebin,adaptive,,,25,patch,modified,2074,2368,0.6287,,107.84
R0_FA0,R0_FN0,timeSurface,netvlad,1,timebin,adaptive,,,25,frame,modified,2029,2368,0.0616,,36.06
R0_FA0,R0_FN0,timeSurface,cosplace,1,timebin,adaptive,,,25,frame,modified,2029,2368,0.0803,,30.71
R0_FN0,R0_FS0,timeSurface,netvlad,1,timebin,adaptive,,,25,frame,modified,2074,2029,0.1533,,32.75
R0_FN0,R0_FS0,timeSurface,cosplace,1,timebin,adaptive,,,25,frame,modified,2074,2029,0.1736,,27.86
R0_FA0,R0_FN0,eventCount,mixvpr,1,timebin,adaptive,,,25,patch,modified,2029,2368,0.1203,,85.70
R0_RA0,R0_RN0,timeSurface,cosplace,1,timebin,adaptive,,,25,frame,modified,2110,2873,0.0408,,41.64
R0_RA0,R0_RN0,timeSurface,netvlad,1,timebin,adaptive,,,25,frame,modified,2110,2873,0.0427,,51.48
R0_RS0,R0_RN0,timeSurface,cosplace,1,timebin,adaptive,,,25,frame,modified,2110,2318,0.0654,,38.52
R0_FN0,R0_FS0,eventCount,megaloc,1,timebin,adaptive,,,25,frame,modified,2074,2029,0.2994,,172.05
R0_RS0,R0_RN0,timeSurface,netvlad,1,timebin,adaptive,,,25,frame,modified,2110,2318,0.0919,,41.32
R0_FA0,R0_FS0,e2vid,cosplace,1,timebin,adaptive,,,25,frame,modified,2074,2368,0.6890,,32.48
R0_FN0,R0_FS0,eventCount,mixvpr,1,timebin,adaptive,,,25,patch,modified,2074,2029,0.2078,,87.67
R0_FA0,R0_FS0,e2vid,netvlad,1,timebin,adaptive,,,25,frame,modified,2074,2368,0.5000,,37.20
R0_FA0,R0_FN0,e2vid,cosplace,1,timebin,adaptive,,,25,frame,modified,2029,2368,0.0168,,29.29
R0_FA0,R0_FN0,e2vid,netvlad,1,timebin,adaptive,,,25,frame,modified,2029,2368,0.0232,,38.40
R0_FN0,R0_FS0,e2vid,cosplace,1,timebin,adaptive,,,25,frame,modified,2074,2029,0.1827,,28.37
R0_FN0,R0_FS0,e2vid,netvlad,1,timebin,adaptive,,,25,frame,modified,2074,2029,0.1403,,32.74
R0_RA0,R0_RN0,e2vid,cosplace,1,timebin,adaptive,,,25,frame,modified,2110,2873,0.0275,,35.26
R0_RA0,R0_RN0,eventCount,mixvpr,1,timebin,adaptive,,,25,patch,modified,2110,2873,0.1028,,106.05
R0_RS0,R0_RN0,e2vid,cosplace,1,timebin,adaptive,,,25,frame,modified,2110,2318,0.0469,,29.41
R0_RA0,R0_RN0,e2vid,netvlad,1,timebin,adaptive,,,25,frame,modified,2110,2873,0.0147,,48.46
R0_FA0,R0_FS0,eventCount,cosplace,1,timebin,adaptive,,,25,patch,modified,2074,2368,0.4609,,124.95
R0_RS0,R0_RN0,e2vid,netvlad,1,timebin,adaptive,,,25,frame,modified,2110,2318,0.0365,,35.24
R0_RA0,R0_RN0,eventCount,megaloc,1,timebin,adaptive,,,25,frame,modified,2110,2873,0.1545,,226.50
R0_RS0,R0_RN0,eventCount,mixvpr,1,timebin,adaptive,,,25,patch,modified,2110,2318,0.1393,,94.11
R0_FA0,R0_FS0,eventCount,megaloc,1,timebin,adaptive,,,25,patch,modified,2074,2368,0.6418,,180.54
R0_FA0,R0_FN0,eventCount,cosplace,1,timebin,adaptive,,,25,patch,modified,2029,2368,0.0517,,121.15
R0_FA0,R0_FS0,eventCount,netvlad,1,timebin,adaptive,,,25,patch,modified,2074,2368,0.4754,,92.29
R0_FA0,R0_FS0,eventCount_noPolarity,mixvpr,1,timebin,adaptive,,,25,patch,modified,2074,2368,0.4879,,92.86
R0_FN0,R0_FS0,eventCount,cosplace,1,timebin,adaptive,,,25,patch,modified,2074,2029,0.1991,,112.60
R0_FA0,R0_FN0,eventCount,netvlad,1,timebin,adaptive,,,25,patch,modified,2029,2368,0.0862,,89.89
R0_FA0,R0_FN0,eventCount_noPolarity,mixvpr,1,timebin,adaptive,,,25,patch,modified,2029,2368,0.0907,,89.41
R0_FA0,R0_FN0,eventCount,megaloc,1,timebin,adaptive,,,25,patch,modified,2029,2368,0.1483,,153.48
R0_RS0,R0_RN0,eventCount,megaloc,1,timebin,adaptive,,,25,frame,modified,2110,2318,0.1791,,192.13
