ref_seq,qry_seq,reconstruction_name,vpr_method,seq_len,bin_type,binning_strategy,events_per_bin,time_res,positive_dist_thresh,patch_or_frame,seq_match_type,num_qry_frames,num_ref_frames,recall_at_1,auc,runtime
sunset1,night,eventCount,mixvpr,1,timebin,adaptive,,,25,frame,modified,710,753,0.0338,,22.50
sunset1,night,eventCount,netvlad,1,timebin,adaptive,,,25,frame,modified,710,753,0.0310,,22.86
sunset1,night,eventCount,cosplace,1,timebin,adaptive,,,25,frame,modified,710,753,0.0423,,23.69
sunset1,morning,eventCount,mixvpr,1,timebin,adaptive,,,25,frame,modified,705,753,0.5177,,7.76
sunset1,morning,eventCount,netvlad,1,timebin,adaptive,,,25,frame,modified,705,753,0.2780,,9.60
sunset1,morning,eventCount,cosplace,1,timebin,adaptive,,,25,frame,modified,705,753,0.2780,,8.50
sunset1,night,eventCount,megaloc,1,timebin,adaptive,,,25,frame,modified,710,753,0.0746,,34.93
sunset1,sunrise,eventCount,mixvpr,1,timebin,adaptive,,,25,frame,modified,721,753,0.6560,,8.05
sunset1,sunrise,eventCount,cosplace,1,timebin,adaptive,,,25,frame,modified,721,753,0.3731,,7.95
sunset1,sunrise,eventCount,netvlad,1,timebin,adaptive,,,25,frame,modified,721,753,0.3495,,9.72
sunset1,sunset2,eventCount,mixvpr,1,timebin,adaptive,,,25,frame,modified,675,753,0.9052,,7.24
sunset1,sunset2,eventCount,cosplace,1,timebin,adaptive,,,25,frame,modified,675,753,0.6519,,7.57
sunset1,daytime,eventCount,mixvpr,1,timebin,adaptive,,,25,frame,modified,757,753,0.3170,,8.19
sunset1,morning,eventCount,megaloc,1,timebin,adaptive,,,25,frame,modified,705,753,0.4695,,22.13
sunset1,sunset2,eventCount,netvlad,1,timebin,adaptive,,,25,frame,modified,675,753,0.7200,,9.58
sunset1,daytime,eventCount,cosplace,1,timebin,adaptive,,,25,frame,modified,757,753,0.1823,,8.08
sunset1,night,eventCount_noPolarity,mixvpr,1,timebin,adaptive,,,25,frame,modified,710,753,0.0352,,9.02
sunset1,daytime,eventCount,netvlad,1,timebin,adaptive,,,25,frame,modified,757,753,0.1889,,9.78
sunset1,morning,eventCount_noPolarity,mixvpr,1,timebin,adaptive,,,25,frame,modified,705,753,0.4071,,7.18
sunset1,night,eventCount_noPolarity,cosplace,1,timebin,adaptive,,,25,frame,modified,710,753,0.0169,,7.93
sunset1,sunrise,eventCount,megaloc,1,timebin,adaptive,,,25,frame,modified,721,753,0.5173,,21.42
sunset1,night,eventCount_noPolarity,netvlad,1,timebin,adaptive,,,25,frame,modified,710,753,0.0239,,10.12
