ref_seq,qry_seq,reconstruction_name,vpr_method,seq_len,bin_type,binning_strategy,events_per_bin,time_res,positive_dist_thresh,patch_or_frame,seq_match_type,num_qry_frames,num_ref_frames,recall_at_1,auc,runtime,patch_rows,patch_cols
sunset1,night,eventCount,mixvpr,20,timebin,fixed,,0.2,25,frame,modified,2979,3199,0.1692,0.0783,30.8,1,1
sunset1,night,timeSurface,netvlad,20,timebin,fixed,,0.2,25,frame,modified,2979,3199,0.091,0.0156,30.35,1,1
sunset1,night,eventCount_noPolarity,netvlad,20,timebin,fixed,,0.2,25,frame,modified,2979,3199,0.0631,0.0097,36.23,1,1
sunset1,night,e2vid,mixvpr,20,timebin,fixed,,0.2,25,frame,modified,2979,3199,0.1017,0.0347,30.49,1,1
sunset1,night,timeSurface,cosplace,20,timebin,fixed,,0.2,25,frame,modified,2979,3199,0.0712,0.0054,31.04,1,1
sunset1,morning,eventCount,mixvpr,20,timebin,fixed,,0.2,25,frame,modified,2959,3199,0.8858,0.8754,30.5,1,1
sunset1,morning,timeSurface,netvlad,20,timebin,fixed,,0.2,25,frame,modified,2959,3199,0.8733,0.8558,30.64,1,1
sunset1,night,eventCount_noPolarity,cosplace,20,timebin,fixed,,0.2,25,frame,modified,2979,3199,0.051,0.0062,34.46,1,1
sunset1,morning,eventCount_noPolarity,netvlad,20,timebin,fixed,,0.2,25,frame,modified,2959,3199,0.7979,0.7674,31.33,1,1
sunset1,morning,e2vid,mixvpr,20,timebin,fixed,,0.2,25,frame,modified,2959,3199,0.9047,0.9026,30.42,1,1
sunset1,morning,timeSurface,cosplace,20,timebin,fixed,,0.2,25,frame,modified,2959,3199,0.8307,0.7768,29.93,1,1
sunset1,sunrise,eventCount,mixvpr,20,timebin,fixed,,0.2,25,frame,modified,3014,3199,0.9058,0.8978,30.64,1,1
sunset1,sunrise,timeSurface,netvlad,20,timebin,fixed,,0.2,25,frame,modified,3014,3199,0.8703,0.8627,31.25,1,1
sunset1,sunrise,eventCount_noPolarity,netvlad,20,timebin,fixed,,0.2,25,frame,modified,3014,3199,0.8192,0.8065,33.51,1,1
sunset1,sunrise,e2vid,mixvpr,20,timebin,fixed,,0.2,25,frame,modified,3014,3199,0.922,0.9177,30.9,1,1
sunset1,morning,eventCount_noPolarity,cosplace,20,timebin,fixed,,0.2,25,frame,modified,2959,3199,0.7651,0.7011,34.16,1,1
