ref_seq,qry_seq,reconstruction_name,vpr_method,seq_len,bin_type,binning_strategy,events_per_bin,time_res,positive_dist_thresh,patch_or_frame,seq_match_type,num_qry_frames,num_ref_frames,recall_at_1,auc,runtime,patch_rows,patch_cols
R0_FA0,R0_FS0,eventCount,mixvpr,1,countbin,fixed,1000000,,25,patch,modified,4084,4248,0.7985,,265.01,0,0
R0_FA0,R0_FN0,eventCount,mixvpr,1,countbin,fixed,1000000,,25,patch,modified,1927,4248,0.151,,152.68,0,0
R0_FA0,R0_FS0,eventCount,megaloc,1,countbin,fixed,1000000,,25,patch,modified,4084,4248,0.8443,,316.75,0,0
R0_FN0,R0_FS0,eventCount,mixvpr,1,countbin,fixed,1000000,,25,patch,modified,4084,1927,0.0962,,206.4,0,0
R0_FA0,R0_FS0,eventCount,cosplace,1,countbin,fixed,1000000,,25,patch,modified,4084,4248,0.606,,186.16,0,0
R0_FA0,R0_FN0,eventCount,megaloc,1,countbin,fixed,1000000,,25,patch,modified,1927,4248,0.1495,,187.77,0,0
R0_RA0,R0_RN0,eventCount,mixvpr,1,countbin,fixed,1000000,,25,patch,modified,1870,4215,0.1155,,149.58,0,0
R0_FA0,R0_FN0,eventCount,cosplace,1,countbin,fixed,1000000,,25,patch,modified,1927,4248,0.069,,109.49,0,0
R0_RS0,R0_RN0,eventCount,mixvpr,1,countbin,fixed,1000000,,25,patch,modified,1870,3864,0.1358,,145.15,0,0
R0_FN0,R0_FS0,eventCount,cosplace,1,countbin,fixed,1000000,,25,patch,modified,4084,1927,0.1009,,159.31,0,0
R0_FN0,R0_FS0,eventCount,megaloc,1,countbin,fixed,1000000,,25,patch,modified,4084,1927,0.1631,,245.31,0,0
R0_RA0,R0_RN0,eventCount,cosplace,1,countbin,fixed,1000000,,25,patch,modified,1870,4215,0.0326,,106.27,0,0
R0_RS0,R0_RN0,eventCount,cosplace,1,countbin,fixed,1000000,,25,patch,modified,1870,3864,0.0508,,106.13,0,0
R0_FA0,R0_FS0,eventCount_noPolarity,mixvpr,1,countbin,fixed,1000000,,25,patch,modified,4084,4248,0.7191,,236.65,0,0
R0_FA0,R0_FS0,eventCount,netvlad,1,countbin,fixed,1000000,,25,patch,modified,4084,4248,0.7333,,154.04,0,0
R0_RA0,R0_RN0,eventCount,megaloc,1,countbin,fixed,1000000,,25,patch,modified,1870,4215,0.1144,,180.22,0,0
R0_FA0,R0_FN0,eventCount,netvlad,1,countbin,fixed,1000000,,25,patch,modified,1927,4248,0.0732,,105.9,0,0
R0_FA0,R0_FN0,eventCount_noPolarity,mixvpr,1,countbin,fixed,1000000,,25,patch,modified,1927,4248,0.0752,,156.34,0,0
R0_FA0,R0_FS0,eventCount_noPolarity,cosplace,1,countbin,fixed,1000000,,25,patch,modified,4084,4248,0.4608,,168.7,0,0
R0_RS0,R0_RN0,eventCount,megaloc,1,countbin,fixed,1000000,,25,patch,modified,1870,3864,0.1032,,178.35,0,0
R0_FN0,R0_FS0,eventCount,netvlad,1,countbin,fixed,1000000,,25,patch,modified,4084,1927,0.084,,122.81,0,0
R0_FA0,R0_FN0,eventCount_noPolarity,cosplace,1,countbin,fixed,1000000,,25,patch,modified,1927,4248,0.0529,,107.24,0,0
R0_FN0,R0_FS0,eventCount_noPolarity,mixvpr,1,countbin,fixed,1000000,,25,patch,modified,4084,1927,0.1202,,202.29,0,0
R0_RA0,R0_RN0,eventCount,netvlad,1,countbin,fixed,1000000,,25,patch,modified,1870,4215,0.0604,,148.95,0,0
R0_FN0,R0_FS0,eventCount_noPolarity,cosplace,1,countbin,fixed,1000000,,25,patch,modified,4084,1927,0.084,,158.35,0,0
R0_RS0,R0_RN0,eventCount,netvlad,1,countbin,fixed,1000000,,25,patch,modified,1870,3864,0.0759,,99.29,0,0
R0_FA0,R0_FS0,eventCount_noPolarity,megaloc,1,countbin,fixed,1000000,,25,patch,modified,4084,4248,0.7902,,298.15,0,0
R0_FA0,R0_FS0,eventCount_noPolarity,netvlad,1,countbin,fixed,1000000,,25,patch,modified,4084,4248,0.6425,,154.15,0,0
R0_FA0,R0_FN0,eventCount_noPolarity,megaloc,1,countbin,fixed,1000000,,25,patch,modified,1927,4248,0.1214,,198.17,0,0
R0_FA0,R0_FN0,eventCount_noPolarity,netvlad,1,countbin,fixed,1000000,,25,patch,modified,1927,4248,0.041,,102.74,0,0
R0_FN0,R0_FS0,eventCount_noPolarity,netvlad,1,countbin,fixed,1000000,,25,patch,modified,4084,1927,0.0752,,118.91,0,0
R0_FN0,R0_FS0,eventCount_noPolarity,megaloc,1,countbin,fixed,1000000,,25,patch,modified,4084,1927,0.1501,,248.61,0,0
R0_RA0,R0_RN0,eventCount_noPolarity,netvlad,1,countbin,fixed,1000000,,25,patch,modified,1870,4215,0.0193,,102.55,0,0
