ref_seq,qry_seq,reconstruction_name,vpr_method,seq_len,bin_type,binning_strategy,events_per_bin,time_res,positive_dist_thresh,patch_or_frame,seq_match_type,num_qry_frames,num_ref_frames,recall_at_1,auc,runtime,patch_rows,patch_cols
R0_FA0,R0_FS0,eventCount,mixvpr,1,countbin,fixed,500000,,25,patch,modified,8168,8496,0.8363,,478.62,0,0
R0_FA0,R0_FN0,eventCount,mixvpr,1,countbin,fixed,500000,,25,patch,modified,3854,8496,0.1409,,277.32,0,0
R0_FA0,R0_FS0,eventCount,megaloc,1,countbin,fixed,500000,,25,patch,modified,8168,8496,0.864,,597.03,0,0
R0_FA0,R0_FS0,eventCount,cosplace,1,countbin,fixed,500000,,25,patch,modified,8168,8496,0.6398,,381.15,0,0
R0_FA0,R0_FN0,eventCount,cosplace,1,countbin,fixed,500000,,25,patch,modified,3854,8496,0.0493,,223.69,0,0
R0_FN0,R0_FS0,eventCount,mixvpr,1,countbin,fixed,500000,,25,patch,modified,8168,3854,0.1252,,365.62,0,0
R0_FA0,R0_FN0,eventCount,megaloc,1,countbin,fixed,500000,,25,patch,modified,3854,8496,0.1614,,381.24,0,0
R0_FN0,R0_FS0,eventCount,cosplace,1,countbin,fixed,500000,,25,patch,modified,8168,3854,0.1143,,318.34,0,0
R0_FA0,R0_FS0,eventCount,netvlad,1,countbin,fixed,500000,,25,patch,modified,8168,8496,0.7678,,336.9,0,0
R0_RA0,R0_RN0,eventCount,mixvpr,1,countbin,fixed,500000,,25,patch,modified,3740,8430,0.1016,,299.33,0,0
R0_RA0,R0_RN0,eventCount,cosplace,1,countbin,fixed,500000,,25,patch,modified,3740,8430,0.0238,,210.23,0,0
R0_FA0,R0_FN0,eventCount,netvlad,1,countbin,fixed,500000,,25,patch,modified,3854,8496,0.0815,,194.0,0,0
R0_FN0,R0_FS0,eventCount,megaloc,1,countbin,fixed,500000,,25,patch,modified,8168,3854,0.1865,,487.34,0,0
R0_RS0,R0_RN0,eventCount,mixvpr,1,countbin,fixed,500000,,25,patch,modified,3740,7728,0.1364,,316.99,0,0
R0_RS0,R0_RN0,eventCount,cosplace,1,countbin,fixed,500000,,25,patch,modified,3740,7728,0.038,,214.29,0,0
R0_FN0,R0_FS0,eventCount,netvlad,1,countbin,fixed,500000,,25,patch,modified,8168,3854,0.0992,,248.24,0,0
R0_RA0,R0_RN0,eventCount,megaloc,1,countbin,fixed,500000,,25,patch,modified,3740,8430,0.1369,,364.62,0,0
R0_RA0,R0_RN0,eventCount,netvlad,1,countbin,fixed,500000,,25,patch,modified,3740,8430,0.054,,198.19,0,0
