ref_seq,qry_seq,reconstruction_name,vpr_method,seq_len,bin_type,binning_strategy,events_per_bin,time_res,positive_dist_thresh,patch_or_frame,seq_match_type,num_qry_frames,num_ref_frames,recall_at_1,auc,runtime,patch_rows,patch_cols
sunset1,night,eventCount_noPolarity,netvlad,1,timebin,fixed,,0.15,25,frame,modified,3973,4266,0.0269,0.0009,25.03,1,1
sunset1,night,e2vid,netvlad,1,timebin,fixed,,0.15,25,frame,modified,3973,4266,0.0179,0.0004,33.68,1,1
sunset1,night,timeSurface,cosplace,1,timebin,fixed,,0.15,25,frame,modified,3973,4266,0.0216,0.0006,32.47,1,1
sunset1,night,eventCount_noPolarity,cosplace,1,timebin,fixed,,0.15,25,frame,modified,3973,4266,0.0189,0.0003,35.46,1,1
sunset1,night,eventCount,cosplace,1,timebin,fixed,,0.15,25,frame,modified,3973,4266,0.0234,0.0005,33.2,1,1
sunset1,night,e2vid,cosplace,1,timebin,fixed,,0.15,25,frame,modified,3973,4266,0.0219,0.0003,25.83,1,1
sunset1,night,eventCount,mixvpr,1,timebin,fixed,,0.15,25,frame,modified,3973,4266,0.0697,0.0061,0.71,1,1
sunset1,night,e2vid,mixvpr,1,timebin,fixed,,0.15,25,frame,modified,3973,4266,0.0221,0.0003,0.59,1,1
sunset1,night,eventCount,netvlad,1,timebin,fixed,,0.15,25,frame,modified,3973,4266,0.0524,0.003,26.27,1,1
sunset1,night,timeSurface,netvlad,1,timebin,fixed,,0.15,25,frame,modified,3973,4266,0.0541,0.003,26.39,1,1
sunset1,night,timeSurface,mixvpr,1,timebin,fixed,,0.15,25,frame,modified,3973,4266,0.0785,0.0095,0.61,1,1
sunset1,morning,eventCount_noPolarity,netvlad,1,timebin,fixed,,0.15,25,frame,modified,3946,4266,0.2342,0.0561,24.19,1,1
sunset1,morning,e2vid,netvlad,1,timebin,fixed,,0.15,25,frame,modified,3946,4266,0.4729,0.2951,24.03,1,1
sunset1,night,eventCount_noPolarity,mixvpr,1,timebin,fixed,,0.15,25,frame,modified,3973,4266,0.0481,0.0026,0.63,1,1
sunset1,morning,eventCount_noPolarity,cosplace,1,timebin,fixed,,0.15,25,frame,modified,3946,4266,0.2304,0.0608,24.92,1,1
sunset1,morning,eventCount,cosplace,1,timebin,fixed,,0.15,25,frame,modified,3946,4266,0.2788,0.0756,24.97,1,1
sunset1,morning,timeSurface,cosplace,1,timebin,fixed,,0.15,25,frame,modified,3946,4266,0.3388,0.1293,25.24,1,1
sunset1,morning,eventCount,mixvpr,1,timebin,fixed,,0.15,25,frame,modified,3946,4266,0.6287,0.5284,0.73,1,1
sunset1,morning,e2vid,cosplace,1,timebin,fixed,,0.15,25,frame,modified,3946,4266,0.4311,0.2142,24.67,1,1
sunset1,night,eventCount_noPolarity,megaloc,1,timebin,fixed,,0.15,25,frame,modified,3973,4266,0.0959,0.0105,70.58,1,1
sunset1,night,eventCount,megaloc,1,timebin,fixed,,0.15,25,frame,modified,3973,4266,0.1113,0.014,71.01,1,1
sunset1,morning,timeSurface,netvlad,1,timebin,fixed,,0.15,25,frame,modified,3946,4266,0.3259,0.1259,23.3,1,1
sunset1,morning,eventCount,netvlad,1,timebin,fixed,,0.15,25,frame,modified,3946,4266,0.3094,0.1031,23.65,1,1
sunset1,morning,e2vid,mixvpr,1,timebin,fixed,,0.15,25,frame,modified,3946,4266,0.7585,0.6932,0.74,1,1
sunset1,morning,timeSurface,mixvpr,1,timebin,fixed,,0.15,25,frame,modified,3946,4266,0.6875,0.6145,0.73,1,1
