ref_seq,qry_seq,reconstruction_name,vpr_method,seq_len,bin_type,binning_strategy,events_per_bin,time_res,positive_dist_thresh,patch_or_frame,seq_match_type,num_qry_frames,num_ref_frames,recall_at_1,auc,runtime,patch_rows,patch_cols
R0_FA0,R0_FS0,e2vid,mixvpr,1,timebin,fixed,,0.2,25,patch,modified,4553,5238,0.7731,0.5442,2.15,2,3
R0_FA0,R0_FS0,eventCount,mixvpr,1,timebin,fixed,,0.2,25,patch,modified,4553,5238,0.7035,0.504,2.2,2,3
R0_FA0,R0_FS0,eventCount_noPolarity,mixvpr,1,timebin,fixed,,0.2,25,patch,modified,4553,5238,0.6224,0.3876,2.39,2,3
R0_FA0,R0_FS0,timeSurface,mixvpr,1,timebin,fixed,,0.2,25,patch,modified,4553,5238,0.7674,0.5618,2.25,2,3
R0_FA0,R0_FN0,e2vid,mixvpr,1,timebin,fixed,,0.2,25,patch,modified,4448,5238,0.0398,0.001,1.84,2,3
R0_FA0,R0_FN0,timeSurface,mixvpr,1,timebin,fixed,,0.2,25,patch,modified,4448,5238,0.1281,0.0158,1.99,2,3
R0_FA0,R0_FN0,eventCount_noPolarity,mixvpr,1,timebin,fixed,,0.2,25,patch,modified,4448,5238,0.1032,0.0093,3.35,2,3
R0_FA0,R0_FN0,eventCount,mixvpr,1,timebin,fixed,,0.2,25,patch,modified,4448,5238,0.1219,0.0141,2.27,2,3
R0_FA0,R0_FS0,e2vid,megaloc,1,timebin,fixed,,0.2,25,patch,modified,4553,5238,0.7171,0.4623,581.33,2,3
R0_FA0,R0_FS0,timeSurface,megaloc,1,timebin,fixed,,0.2,25,patch,modified,4553,5238,0.7892,0.5537,594.44,2,3
R0_FA0,R0_FS0,eventCount_noPolarity,megaloc,1,timebin,fixed,,0.2,25,patch,modified,4553,5238,0.6861,0.441,585.95,2,3
R0_FA0,R0_FS0,eventCount,megaloc,1,timebin,fixed,,0.2,25,patch,modified,4553,5238,0.7505,0.5123,689.21,2,3
R0_FN0,R0_FS0,e2vid,mixvpr,1,timebin,fixed,,0.2,25,patch,modified,4553,4448,0.2027,0.0328,2.56,2,3
R0_FN0,R0_FS0,timeSurface,mixvpr,1,timebin,fixed,,0.2,25,patch,modified,4553,4448,0.2677,0.0808,1.91,2,3
R0_FN0,R0_FS0,eventCount_noPolarity,mixvpr,1,timebin,fixed,,0.2,25,patch,modified,4553,4448,0.2541,0.068,1.74,2,3
R0_FN0,R0_FS0,eventCount,mixvpr,1,timebin,fixed,,0.2,25,patch,modified,4553,4448,0.2539,0.0775,4.05,2,3
R0_FA0,R0_FN0,e2vid,megaloc,1,timebin,fixed,,0.2,25,patch,modified,4448,5238,0.0425,0.001,509.47,2,3
R0_RA0,R0_RN0,e2vid,mixvpr,1,timebin,fixed,,0.2,25,patch,modified,4663,6438,0.062,0.0031,2.43,2,3
R0_FA0,R0_FN0,timeSurface,megaloc,1,timebin,fixed,,0.2,25,patch,modified,4448,5238,0.156,0.0193,511.03,2,3
R0_RA0,R0_RN0,timeSurface,mixvpr,1,timebin,fixed,,0.2,25,patch,modified,4663,6438,0.0813,0.0057,2.87,2,3
R0_FA0,R0_FN0,eventCount_noPolarity,megaloc,1,timebin,fixed,,0.2,25,patch,modified,4448,5238,0.1353,0.0152,524.59,2,3
R0_RA0,R0_RN0,eventCount_noPolarity,mixvpr,1,timebin,fixed,,0.2,25,patch,modified,4663,6438,0.0665,0.004,4.38,2,3
R0_RA0,R0_RN0,eventCount,mixvpr,1,timebin,fixed,,0.2,25,patch,modified,4663,6438,0.0995,0.0092,2.47,2,3
R0_FA0,R0_FN0,eventCount,megaloc,1,timebin,fixed,,0.2,25,patch,modified,4448,5238,0.1652,0.0214,604.15,2,3
R0_RS0,R0_RN0,e2vid,mixvpr,1,timebin,fixed,,0.2,25,patch,modified,4663,5134,0.1034,0.0175,1.89,2,3
R0_RS0,R0_RN0,timeSurface,mixvpr,1,timebin,fixed,,0.2,25,patch,modified,4663,5134,0.1289,0.0171,2.03,2,3
R0_RS0,R0_RN0,eventCount_noPolarity,mixvpr,1,timebin,fixed,,0.2,25,patch,modified,4663,5134,0.0901,0.0074,2.22,2,3
R0_RS0,R0_RN0,eventCount,mixvpr,1,timebin,fixed,,0.2,25,patch,modified,4663,5134,0.1274,0.0153,2.06,2,3
R0_FN0,R0_FS0,e2vid,megaloc,1,timebin,fixed,,0.2,25,patch,modified,4553,4448,0.2638,0.0652,463.68,2,3
R0_FN0,R0_FS0,timeSurface,megaloc,1,timebin,fixed,,0.2,25,patch,modified,4553,4448,0.3191,0.0941,467.48,2,3
R0_FN0,R0_FS0,eventCount_noPolarity,megaloc,1,timebin,fixed,,0.2,25,patch,modified,4553,4448,0.3161,0.095,486.62,2,3
R0_FA0,R0_FS0,e2vid,cosplace,1,timebin,fixed,,0.2,25,patch,modified,4553,5238,0.6578,0.4256,267.28,2,3
R0_FN0,R0_FS0,eventCount,megaloc,1,timebin,fixed,,0.2,25,patch,modified,4553,4448,0.3479,0.1082,566.91,2,3
R0_FA0,R0_FN0,e2vid,cosplace,1,timebin,fixed,,0.2,25,patch,modified,4448,5238,0.0196,0.0003,259.04,2,3
R0_FA0,R0_FS0,timeSurface,cosplace,1,timebin,fixed,,0.2,25,patch,modified,4553,5238,0.651,0.4105,264.47,2,3
R0_RA0,R0_RN0,e2vid,megaloc,1,timebin,fixed,,0.2,25,patch,modified,4663,6438,0.0332,0.0006,566.87,2,3
R0_RA0,R0_RN0,timeSurface,megaloc,1,timebin,fixed,,0.2,25,patch,modified,4663,6438,0.0982,0.0065,575.19,2,3
R0_FA0,R0_FS0,eventCount_noPolarity,cosplace,1,timebin,fixed,,0.2,25,patch,modified,4553,5238,0.4647,0.2333,263.35,2,3
R0_FA0,R0_FS0,eventCount,cosplace,1,timebin,fixed,,0.2,25,patch,modified,4553,5238,0.512,0.2653,268.72,2,3
R0_RA0,R0_RN0,eventCount_noPolarity,megaloc,1,timebin,fixed,,0.2,25,patch,modified,4663,6438,0.0796,0.0044,628.72,2,3
R0_FN0,R0_FS0,e2vid,cosplace,1,timebin,fixed,,0.2,25,patch,modified,4553,4448,0.2196,0.0532,256.12,2,3
R0_FA0,R0_FN0,timeSurface,cosplace,1,timebin,fixed,,0.2,25,patch,modified,4448,5238,0.0724,0.0066,259.25,2,3
R0_FA0,R0_FN0,eventCount_noPolarity,cosplace,1,timebin,fixed,,0.2,25,patch,modified,4448,5238,0.0344,0.0013,257.3,2,3
R0_FA0,R0_FN0,eventCount,cosplace,1,timebin,fixed,,0.2,25,patch,modified,4448,5238,0.0533,0.0024,260.31,2,3
R0_RA0,R0_RN0,eventCount,megaloc,1,timebin,fixed,,0.2,25,patch,modified,4663,6438,0.1184,0.0095,629.51,2,3
R0_RA0,R0_RN0,e2vid,cosplace,1,timebin,fixed,,0.2,25,patch,modified,4663,6438,0.0723,0.0071,291.87,2,3
R0_RS0,R0_RN0,e2vid,megaloc,1,timebin,fixed,,0.2,25,patch,modified,4663,5134,0.054,0.002,492.3,2,3
R0_FN0,R0_FS0,timeSurface,cosplace,1,timebin,fixed,,0.2,25,patch,modified,4553,4448,0.2456,0.0766,247.86,2,3
R0_FA0,R0_FS0,e2vid,netvlad,1,timebin,fixed,,0.2,25,patch,modified,4553,5238,0.62,0.3546,203.54,2,3
R0_RS0,R0_RN0,timeSurface,megaloc,1,timebin,fixed,,0.2,25,patch,modified,4663,5134,0.1336,0.0148,502.19,2,3
R0_FA0,R0_FS0,timeSurface,netvlad,1,timebin,fixed,,0.2,25,patch,modified,4553,5238,0.6582,0.3834,214.39,2,3
R0_FN0,R0_FS0,eventCount_noPolarity,cosplace,1,timebin,fixed,,0.2,25,patch,modified,4553,4448,0.2087,0.0713,247.84,2,3
R0_FN0,R0_FS0,eventCount,cosplace,1,timebin,fixed,,0.2,25,patch,modified,4553,4448,0.2207,0.0596,251.31,2,3
R0_RS0,R0_RN0,eventCount_noPolarity,megaloc,1,timebin,fixed,,0.2,25,patch,modified,4663,5134,0.139,0.0173,519.96,2,3
R0_FA0,R0_FS0,e2vid,mixvpr,1,timebin,fixed,,0.2,25,frame,modified,4553,5238,0.7206,0.5357,0.89,1,1
R0_FA0,R0_FS0,eventCount_noPolarity,netvlad,1,timebin,fixed,,0.2,25,patch,modified,4553,5238,0.5074,0.2296,225.33,2,3
R0_FA0,R0_FN0,e2vid,netvlad,1,timebin,fixed,,0.2,25,patch,modified,4448,5238,0.0247,0.0004,165.39,2,3
