ref_seq,qry_seq,reconstruction_name,vpr_method,seq_len,bin_type,binning_strategy,events_per_bin,time_res,positive_dist_thresh,patch_or_frame,seq_match_type,num_qry_frames,num_ref_frames,recall_at_1,auc,runtime,patch_rows,patch_cols
R0_FA0,R0_FS0,eventCount,netvlad,1,timebin,fixed,,0.25,25,patch,modified,3642,4190,0.553,0.286,148.65,2,3
R0_FA0,R0_FS0,eventCount,mixvpr,1,timebin,fixed,,0.25,25,patch,modified,3642,4190,0.6834,0.4895,1.17,2,3
R0_FA0,R0_FS0,eventCount,cosplace,1,timebin,fixed,,0.25,25,patch,modified,3642,4190,0.5069,0.2721,230.59,2,3
R0_FA0,R0_FN0,eventCount,netvlad,1,timebin,fixed,,0.25,25,patch,modified,3558,4190,0.0863,0.0068,130.47,2,3
R0_FN0,R0_FS0,eventCount,netvlad,1,timebin,fixed,,0.25,25,patch,modified,3642,3558,0.2013,0.0545,129.21,2,3
R0_FA0,R0_FS0,eventCount,megaloc,1,timebin,fixed,,0.25,25,patch,modified,3642,4190,0.7224,0.4794,415.91,2,3
R0_FA0,R0_FN0,eventCount,mixvpr,1,timebin,fixed,,0.25,25,patch,modified,3558,4190,0.1206,0.0139,1.06,2,3
R0_FA0,R0_FN0,eventCount,cosplace,1,timebin,fixed,,0.25,25,patch,modified,3558,4190,0.052,0.0022,219.97,2,3
R0_RA0,R0_RN0,eventCount,netvlad,1,timebin,fixed,,0.25,25,patch,modified,3731,5150,0.0566,0.0026,143.9,2,3
R0_FN0,R0_FS0,eventCount,mixvpr,1,timebin,fixed,,0.25,25,patch,modified,3642,3558,0.2359,0.0675,1.01,2,3
R0_FN0,R0_FS0,eventCount,cosplace,1,timebin,fixed,,0.25,25,patch,modified,3642,3558,0.2172,0.0583,199.62,2,3
R0_RS0,R0_RN0,eventCount,netvlad,1,timebin,fixed,,0.25,25,patch,modified,3731,4107,0.1244,0.0165,137.46,2,3
R0_FA0,R0_FN0,eventCount,megaloc,1,timebin,fixed,,0.25,25,patch,modified,3558,4190,0.1535,0.0181,404.62,2,3
R0_RA0,R0_RN0,eventCount,mixvpr,1,timebin,fixed,,0.25,25,patch,modified,3731,5150,0.1005,0.0098,1.25,2,3
R0_FA0,R0_FS0,eventCount_noPolarity,netvlad,1,timebin,fixed,,0.25,25,patch,modified,3642,4190,0.4736,0.1992,170.33,2,3
R0_RA0,R0_RN0,eventCount,cosplace,1,timebin,fixed,,0.25,25,patch,modified,3731,5150,0.044,0.0065,229.39,2,3
R0_FA0,R0_FN0,eventCount_noPolarity,netvlad,1,timebin,fixed,,0.25,25,patch,modified,3558,4190,0.05,0.0019,139.59,2,3
R0_RS0,R0_RN0,eventCount,mixvpr,1,timebin,fixed,,0.25,25,patch,modified,3731,4107,0.1402,0.0175,1.38,2,3
R0_RS0,R0_RN0,eventCount,cosplace,1,timebin,fixed,,0.25,25,patch,modified,3731,4107,0.0662,0.0049,211.95,2,3
R0_FN0,R0_FS0,eventCount_noPolarity,netvlad,1,timebin,fixed,,0.25,25,patch,modified,3642,3558,0.2068,0.0522,126.19,2,3
R0_FN0,R0_FS0,eventCount,megaloc,1,timebin,fixed,,0.25,25,patch,modified,3642,3558,0.3479,0.1055,377.23,2,3
R0_RA0,R0_RN0,eventCount_noPolarity,netvlad,1,timebin,fixed,,0.25,25,patch,modified,3731,5150,0.0509,0.0029,144.53,2,3
R0_FA0,R0_FS0,eventCount_noPolarity,mixvpr,1,timebin,fixed,,0.25,25,patch,modified,3642,4190,0.5912,0.3605,1.71,2,3
R0_FA0,R0_FS0,eventCount_noPolarity,cosplace,1,timebin,fixed,,0.25,25,patch,modified,3642,4190,0.4338,0.2085,226.24,2,3
R0_RS0,R0_RN0,eventCount_noPolarity,netvlad,1,timebin,fixed,,0.25,25,patch,modified,3731,4107,0.0665,0.0038,135.23,2,3
R0_FA0,R0_FN0,eventCount_noPolarity,mixvpr,1,timebin,fixed,,0.25,25,patch,modified,3558,4190,0.1009,0.0089,1.41,2,3
R0_FA0,R0_FN0,eventCount_noPolarity,cosplace,1,timebin,fixed,,0.25,25,patch,modified,3558,4190,0.0267,0.0008,209.66,2,3
R0_FA0,R0_FS0,timeSurface,netvlad,1,timebin,fixed,,0.25,25,patch,modified,3642,4190,0.6667,0.4023,184.66,2,3
R0_FA0,R0_FS0,eventCount,mixvpr,1,timebin,fixed,,0.25,25,frame,modified,3642,4190,0.5997,0.407,0.69,1,1
R0_RA0,R0_RN0,eventCount,megaloc,1,timebin,fixed,,0.25,25,patch,modified,3731,5150,0.115,0.0091,437.35,2,3
R0_FA0,R0_FN0,eventCount,mixvpr,1,timebin,fixed,,0.25,25,frame,modified,3558,4190,0.1068,0.0102,0.8,1,1
R0_FN0,R0_FS0,eventCount,mixvpr,1,timebin,fixed,,0.25,25,frame,modified,3642,3558,0.2534,0.0719,0.77,1,1
R0_FN0,R0_FS0,eventCount_noPolarity,mixvpr,1,timebin,fixed,,0.25,25,patch,modified,3642,3558,0.2397,0.0603,1.35,2,3
R0_FA0,R0_FN0,timeSurface,netvlad,1,timebin,fixed,,0.25,25,patch,modified,3558,4190,0.0756,0.0045,140.94,2,3
R0_RA0,R0_RN0,eventCount,mixvpr,1,timebin,fixed,,0.25,25,frame,modified,3731,5150,0.0911,0.0076,0.71,1,1
R0_FN0,R0_FS0,eventCount_noPolarity,cosplace,1,timebin,fixed,,0.25,25,patch,modified,3642,3558,0.2002,0.0655,205.27,2,3
R0_RS0,R0_RN0,eventCount,mixvpr,1,timebin,fixed,,0.25,25,frame,modified,3731,4107,0.1707,0.0363,0.7,1,1
R0_FA0,R0_FS0,eventCount,megaloc,1,timebin,fixed,,0.25,25,frame,modified,3642,4190,0.7345,0.5543,185.87,1,1
R0_FA0,R0_FS0,eventCount_noPolarity,mixvpr,1,timebin,fixed,,0.25,25,frame,modified,3642,4190,0.5316,0.3566,1.33,1,1
