ref_seq,qry_seq,reconstruction_name,vpr_method,seq_len,bin_type,binning_strategy,events_per_bin,time_res,positive_dist_thresh,patch_or_frame,seq_match_type,num_qry_frames,num_ref_frames,recall_at_1,auc,runtime,patch_rows,patch_cols
R0_FA0,R0_FS0,eventCount,netvlad,1,timebin,fixed,,1.0,25,patch,modified,910,1047,0.3462,0.1026,45.69,2,3
R0_FA0,R0_FN0,eventCount,netvlad,1,timebin,fixed,,1.0,25,patch,modified,889,1047,0.0619,0.0036,41.69,2,3
R0_FA0,R0_FS0,eventCount,mixvpr,1,timebin,fixed,,1.0,25,patch,modified,910,1047,0.4934,0.2582,0.17,2,3
R0_FA0,R0_FS0,eventCount,cosplace,1,timebin,fixed,,1.0,25,patch,modified,910,1047,0.3725,0.1529,74.12,2,3
R0_FN0,R0_FS0,eventCount,netvlad,1,timebin,fixed,,1.0,25,patch,modified,910,889,0.1626,0.0276,42.12,2,3
R0_FA0,R0_FS0,eventCount,megaloc,1,timebin,fixed,,1.0,25,patch,modified,910,1047,0.4341,0.1806,121.29,2,3
R0_FA0,R0_FN0,eventCount,mixvpr,1,timebin,fixed,,1.0,25,patch,modified,889,1047,0.1035,0.0089,0.19,2,3
R0_RA0,R0_RN0,eventCount,netvlad,1,timebin,fixed,,1.0,25,patch,modified,932,1287,0.0515,0.0035,42.73,2,3
R0_FA0,R0_FN0,eventCount,cosplace,1,timebin,fixed,,1.0,25,patch,modified,889,1047,0.0349,0.001,54.9,2,3
R0_FN0,R0_FS0,eventCount,mixvpr,1,timebin,fixed,,1.0,25,patch,modified,910,889,0.1868,0.0265,0.17,2,3
R0_RS0,R0_RN0,eventCount,netvlad,1,timebin,fixed,,1.0,25,patch,modified,932,1026,0.0783,0.0069,44.69,2,3
R0_FN0,R0_FS0,eventCount,cosplace,1,timebin,fixed,,1.0,25,patch,modified,910,889,0.1769,0.0458,55.62,2,3
R0_FA0,R0_FN0,eventCount,megaloc,1,timebin,fixed,,1.0,25,patch,modified,889,1047,0.1395,0.0183,102.59,2,3
R0_FA0,R0_FS0,eventCount_noPolarity,netvlad,1,timebin,fixed,,1.0,25,patch,modified,910,1047,0.2604,0.053,44.35,2,3
R0_RA0,R0_RN0,eventCount,mixvpr,1,timebin,fixed,,1.0,25,patch,modified,932,1287,0.0665,0.0055,0.18,2,3
R0_RA0,R0_RN0,eventCount,cosplace,1,timebin,fixed,,1.0,25,patch,modified,932,1287,0.0472,0.006,59.67,2,3
R0_FA0,R0_FN0,eventCount_noPolarity,netvlad,1,timebin,fixed,,1.0,25,patch,modified,889,1047,0.036,0.0008,45.29,2,3
R0_RS0,R0_RN0,eventCount,mixvpr,1,timebin,fixed,,1.0,25,patch,modified,932,1026,0.1116,0.0117,0.18,2,3
R0_FN0,R0_FS0,eventCount_noPolarity,netvlad,1,timebin,fixed,,1.0,25,patch,modified,910,889,0.1505,0.0225,41.95,2,3
R0_FN0,R0_FS0,eventCount,megaloc,1,timebin,fixed,,1.0,25,patch,modified,910,889,0.2385,0.0522,104.1,2,3
R0_RS0,R0_RN0,eventCount,cosplace,1,timebin,fixed,,1.0,25,patch,modified,932,1026,0.0429,0.0017,65.52,2,3
R0_FA0,R0_FS0,eventCount_noPolarity,mixvpr,1,timebin,fixed,,1.0,25,patch,modified,910,1047,0.3648,0.1082,0.17,2,3
R0_RA0,R0_RN0,eventCount_noPolarity,netvlad,1,timebin,fixed,,1.0,25,patch,modified,932,1287,0.0236,0.0004,52.57,2,3
R0_FA0,R0_FS0,eventCount_noPolarity,cosplace,1,timebin,fixed,,1.0,25,patch,modified,910,1047,0.2868,0.0848,65.59,2,3
R0_FA0,R0_FN0,eventCount_noPolarity,mixvpr,1,timebin,fixed,,1.0,25,patch,modified,889,1047,0.0877,0.0076,0.15,2,3
R0_RS0,R0_RN0,eventCount_noPolarity,netvlad,1,timebin,fixed,,1.0,25,patch,modified,932,1026,0.0719,0.0072,47.15,2,3
R0_RA0,R0_RN0,eventCount,megaloc,1,timebin,fixed,,1.0,25,patch,modified,932,1287,0.0901,0.0066,116.09,2,3
R0_FA0,R0_FN0,eventCount_noPolarity,cosplace,1,timebin,fixed,,1.0,25,patch,modified,889,1047,0.0517,0.0023,51.6,2,3
R0_FN0,R0_FS0,eventCount_noPolarity,mixvpr,1,timebin,fixed,,1.0,25,patch,modified,910,889,0.1648,0.0197,0.17,2,3
R0_FA0,R0_FS0,timeSurface,netvlad,1,timebin,fixed,,1.0,25,patch,modified,910,1047,0.5484,0.2762,49.0,2,3
R0_FN0,R0_FS0,eventCount_noPolarity,cosplace,1,timebin,fixed,,1.0,25,patch,modified,910,889,0.1681,0.0464,51.99,2,3
R0_FA0,R0_FN0,timeSurface,netvlad,1,timebin,fixed,,1.0,25,patch,modified,889,1047,0.0709,0.004,38.52,2,3
R0_RA0,R0_RN0,eventCount_noPolarity,mixvpr,1,timebin,fixed,,1.0,25,patch,modified,932,1287,0.0386,0.0015,0.17,2,3
R0_RS0,R0_RN0,eventCount,megaloc,1,timebin,fixed,,1.0,25,patch,modified,932,1026,0.117,0.0119,106.49,2,3
R0_RA0,R0_RN0,eventCount_noPolarity,cosplace,1,timebin,fixed,,1.0,25,patch,modified,932,1287,0.0204,0.0004,63.84,2,3
R0_FN0,R0_FS0,timeSurface,netvlad,1,timebin,fixed,,1.0,25,patch,modified,910,889,0.1923,0.05,53.55,2,3
R0_RS0,R0_RN0,eventCount_noPolarity,mixvpr,1,timebin,fixed,,1.0,25,patch,modified,932,1026,0.073,0.0052,0.16,2,3
R0_RA0,R0_RN0,timeSurface,netvlad,1,timebin,fixed,,1.0,25,patch,modified,932,1287,0.0376,0.001,45.32,2,3
R0_RS0,R0_RN0,eventCount_noPolarity,cosplace,1,timebin,fixed,,1.0,25,patch,modified,932,1026,0.0515,0.0031,57.66,2,3
R0_FA0,R0_FS0,timeSurface,mixvpr,1,timebin,fixed,,1.0,25,patch,modified,910,1047,0.6901,0.4652,0.18,2,3
R0_FA0,R0_FS0,eventCount_noPolarity,megaloc,1,timebin,fixed,,1.0,25,patch,modified,910,1047,0.3901,0.1496,104.17,2,3
R0_RS0,R0_RN0,timeSurface,netvlad,1,timebin,fixed,,1.0,25,patch,modified,932,1026,0.0783,0.0064,45.13,2,3
R0_FA0,R0_FS0,timeSurface,cosplace,1,timebin,fixed,,1.0,25,patch,modified,910,1047,0.5868,0.3371,52.98,2,3
R0_FA0,R0_FN0,timeSurface,mixvpr,1,timebin,fixed,,1.0,25,patch,modified,889,1047,0.1147,0.0132,0.16,2,3
R0_FA0,R0_FS0,e2vid,netvlad,1,timebin,fixed,,1.0,25,patch,modified,910,1047,0.3571,0.1027,41.35,2,3
R0_FA0,R0_FN0,timeSurface,cosplace,1,timebin,fixed,,1.0,25,patch,modified,889,1047,0.1091,0.0243,62.66,2,3
R0_FA0,R0_FN0,e2vid,netvlad,1,timebin,fixed,,1.0,25,patch,modified,889,1047,0.0225,0.0004,40.01,2,3
R0_FN0,R0_FS0,timeSurface,mixvpr,1,timebin,fixed,,1.0,25,patch,modified,910,889,0.2385,0.0676,0.15,2,3
R0_FA0,R0_FN0,eventCount_noPolarity,megaloc,1,timebin,fixed,,1.0,25,patch,modified,889,1047,0.0855,0.0069,104.13,2,3
R0_FN0,R0_FS0,timeSurface,cosplace,1,timebin,fixed,,1.0,25,patch,modified,910,889,0.244,0.0742,58.17,2,3
R0_FN0,R0_FS0,e2vid,netvlad,1,timebin,fixed,,1.0,25,patch,modified,910,889,0.1505,0.0232,64.59,2,3
R0_RA0,R0_RN0,timeSurface,mixvpr,1,timebin,fixed,,1.0,25,patch,modified,932,1287,0.0665,0.0037,0.17,2,3
R0_RA0,R0_RN0,e2vid,netvlad,1,timebin,fixed,,1.0,25,patch,modified,932,1287,0.0086,0.0001,40.98,2,3
