ref_seq,qry_seq,reconstruction_name,vpr_method,seq_len,bin_type,binning_strategy,events_per_bin,time_res,positive_dist_thresh,patch_or_frame,seq_match_type,num_qry_frames,num_ref_frames,recall_at_1,auc,runtime,patch_rows,patch_cols
R0_FA0,R0_FS0,eventCount,netvlad,1,timebin,fixed,,0.1,25,patch,modified,9106,10476,0.6146,0.3387,369.13,2,3
R0_FA0,R0_FS0,eventCount,cosplace,1,timebin,fixed,,0.1,25,patch,modified,9106,10476,0.578,0.3279,552.4,2,3
R0_FA0,R0_FS0,eventCount,mixvpr,1,timebin,fixed,,0.1,25,patch,modified,9106,10476,0.7397,0.5192,16.52,2,3
R0_FA0,R0_FN0,eventCount,netvlad,1,timebin,fixed,,0.1,25,patch,modified,8897,10476,0.0965,0.0079,336.24,2,3
R0_FA0,R0_FS0,eventCount,megaloc,1,timebin,fixed,,0.1,25,patch,modified,9106,10476,0.7863,0.5406,1016.7,2,3
R0_FN0,R0_FS0,eventCount,netvlad,1,timebin,fixed,,0.1,25,patch,modified,9106,8897,0.1984,0.0544,311.63,2,3
R0_FA0,R0_FN0,eventCount,cosplace,1,timebin,fixed,,0.1,25,patch,modified,8897,10476,0.051,0.0021,531.13,2,3
R0_FA0,R0_FN0,eventCount,mixvpr,1,timebin,fixed,,0.1,25,patch,modified,8897,10476,0.125,0.0141,8.54,2,3
R0_FA0,R0_FS0,eventCount,mixvpr,1,timebin,fixed,,0.1,25,frame,modified,9106,10476,0.6577,0.4389,2.9,1,1
R0_RA0,R0_RN0,eventCount,netvlad,1,timebin,fixed,,0.1,25,patch,modified,9327,12876,0.0495,0.0018,378.54,2,3
R0_FA0,R0_FN0,eventCount,mixvpr,1,timebin,fixed,,0.1,25,frame,modified,8897,10476,0.1055,0.0107,2.44,1,1
R0_FN0,R0_FS0,eventCount,mixvpr,1,timebin,fixed,,0.1,25,frame,modified,9106,8897,0.2618,0.0775,1.92,1,1
R0_FN0,R0_FS0,eventCount,cosplace,1,timebin,fixed,,0.1,25,patch,modified,9106,8897,0.2196,0.0578,507.62,2,3
R0_FN0,R0_FS0,eventCount,mixvpr,1,timebin,fixed,,0.1,25,patch,modified,9106,8897,0.2619,0.0826,9.62,2,3
R0_RA0,R0_RN0,eventCount,mixvpr,1,timebin,fixed,,0.1,25,frame,modified,9327,12876,0.0779,0.0052,2.77,1,1
R0_RS0,R0_RN0,eventCount,netvlad,1,timebin,fixed,,0.1,25,patch,modified,9327,10268,0.1354,0.029,391.48,2,3
R0_RS0,R0_RN0,eventCount,mixvpr,1,timebin,fixed,,0.1,25,frame,modified,9327,10268,0.1681,0.048,2.14,1,1
R0_FA0,R0_FS0,eventCount_noPolarity,mixvpr,1,timebin,fixed,,0.1,25,frame,modified,9106,10476,0.6324,0.4303,2.58,1,1
R0_FA0,R0_FN0,eventCount,megaloc,1,timebin,fixed,,0.1,25,patch,modified,8897,10476,0.1597,0.0199,977.74,2,3
R0_FA0,R0_FS0,eventCount,cosplace,1,timebin,fixed,,0.1,25,frame,modified,9106,10476,0.5053,0.2464,184.17,1,1
R0_FA0,R0_FN0,eventCount_noPolarity,mixvpr,1,timebin,fixed,,0.1,25,frame,modified,8897,10476,0.1087,0.012,2.11,1,1
R0_FA0,R0_FS0,eventCount_noPolarity,netvlad,1,timebin,fixed,,0.1,25,patch,modified,9106,10476,0.5437,0.2561,333.26,2,3
R0_FA0,R0_FN0,eventCount,cosplace,1,timebin,fixed,,0.1,25,frame,modified,8897,10476,0.0609,0.0028,132.79,1,1
R0_FN0,R0_FS0,eventCount_noPolarity,mixvpr,1,timebin,fixed,,0.1,25,frame,modified,9106,8897,0.2579,0.0682,2.45,1,1
R0_RA0,R0_RN0,eventCount,cosplace,1,timebin,fixed,,0.1,25,patch,modified,9327,12876,0.0386,0.0028,631.76,2,3
R0_FA0,R0_FS0,eventCount,netvlad,1,timebin,fixed,,0.1,25,frame,modified,9106,10476,0.4426,0.2038,139.38,1,1
R0_FN0,R0_FS0,eventCount,cosplace,1,timebin,fixed,,0.1,25,frame,modified,9106,8897,0.1838,0.0404,115.12,1,1
