ref_seq,qry_seq,reconstruction_name,vpr_method,seq_len,bin_type,binning_strategy,events_per_bin,time_res,positive_dist_thresh,patch_or_frame,seq_match_type,num_qry_frames,num_ref_frames,recall_at_1,auc,runtime,patch_rows,patch_cols
R0_FA0,R0_FS0,eventCount,netvlad,1,countbin,fixed,100000,,25,frame,modified,40840,42484,0.4599,0.3318,77.86,1,1
R0_FA0,R0_FS0,e2vid,netvlad,1,countbin,fixed,100000,,25,frame,modified,40840,42484,0.5192,0.3479,80.36,1,1
R0_FA0,R0_FN0,eventCount,netvlad,1,countbin,fixed,100000,,25,frame,modified,19273,42484,0.0461,0.0019,30.84,1,1
R0_FA0,R0_FN0,e2vid,netvlad,1,countbin,fixed,100000,,25,frame,modified,19273,42484,0.0258,0.0005,32.48,1,1
R0_FN0,R0_FS0,eventCount,netvlad,1,countbin,fixed,100000,,25,frame,modified,40840,19273,0.0517,0.0032,24.5,1,1
R0_FN0,R0_FS0,e2vid,netvlad,1,countbin,fixed,100000,,25,frame,modified,40840,19273,0.0427,0.0014,25.94,1,1
R0_FA0,R0_FS0,e2vid,cosplace,1,countbin,fixed,100000,,25,frame,modified,40840,42484,0.6358,0.4247,49.3,1,1
R0_FA0,R0_FS0,eventCount,cosplace,1,countbin,fixed,100000,,25,frame,modified,40840,42484,0.4381,0.1752,55.39,1,1
R0_RA0,R0_RN0,e2vid,netvlad,1,countbin,fixed,100000,,25,frame,modified,18703,42152,0.022,0.0005,23.24,1,1
R0_RA0,R0_RN0,eventCount,netvlad,1,countbin,fixed,100000,,25,frame,modified,18703,42152,0.0411,0.0021,24.59,1,1
R0_FA0,R0_FN0,eventCount,cosplace,1,countbin,fixed,100000,,25,frame,modified,19273,42484,0.0334,0.0009,22.38,1,1
R0_FA0,R0_FN0,e2vid,cosplace,1,countbin,fixed,100000,,25,frame,modified,19273,42484,0.0277,0.0005,26.64,1,1
R0_FA0,R0_FS0,e2vid,mixvpr,1,countbin,fixed,100000,,25,frame,modified,40840,42484,0.7707,0.7381,92.96,1,1
R0_FA0,R0_FS0,eventCount,mixvpr,1,countbin,fixed,100000,,25,frame,modified,40840,42484,0.6994,0.6371,94.81,1,1
R0_FN0,R0_FS0,eventCount,cosplace,1,countbin,fixed,100000,,25,frame,modified,40840,19273,0.0756,0.0035,16.37,1,1
R0_FA0,R0_FS0,eventCount,megaloc,1,countbin,fixed,100000,,25,frame,modified,40840,42484,0.8246,0.788,43.4,1,1
R0_RS0,R0_RN0,e2vid,netvlad,1,countbin,fixed,100000,,25,frame,modified,18703,38643,0.0255,0.0007,23.43,1,1
R0_RS0,R0_RN0,eventCount,netvlad,1,countbin,fixed,100000,,25,frame,modified,18703,38643,0.0558,0.0034,25.09,1,1
R0_FA0,R0_FN0,eventCount,megaloc,1,countbin,fixed,100000,,25,frame,modified,19273,42484,0.2539,0.0768,17.26,1,1
R0_FN0,R0_FS0,e2vid,cosplace,1,countbin,fixed,100000,,25,frame,modified,40840,19273,0.0666,0.0029,35.43,1,1
R0_RA0,R0_RN0,eventCount,cosplace,1,countbin,fixed,100000,,25,frame,modified,18703,42152,0.0205,0.0004,23.04,1,1
R0_FN0,R0_FS0,eventCount,megaloc,1,countbin,fixed,100000,,25,frame,modified,40840,19273,0.1732,0.0389,22.31,1,1
R0_RS0,R0_RN0,eventCount,cosplace,1,countbin,fixed,100000,,25,frame,modified,18703,38643,0.0227,0.0009,11.68,1,1
R0_FA0,R0_FN0,eventCount,mixvpr,1,countbin,fixed,100000,,25,frame,modified,19273,42484,0.0818,0.0058,82.19,1,1
R0_FA0,R0_FN0,e2vid,mixvpr,1,countbin,fixed,100000,,25,frame,modified,19273,42484,0.0339,0.0008,83.07,1,1
R0_RA0,R0_RN0,e2vid,cosplace,1,countbin,fixed,100000,,25,frame,modified,18703,42152,0.0202,0.0003,29.2,1,1
R0_RA0,R0_RN0,eventCount,megaloc,1,countbin,fixed,100000,,25,frame,modified,18703,42152,0.2107,0.0464,17.72,1,1
R0_FA0,R0_FS0,eventCount_noPolarity,netvlad,1,countbin,fixed,100000,,25,frame,modified,40840,42484,0.3226,0.1541,54.53,1,1
R0_FA0,R0_FS0,timeSurface,netvlad,1,countbin,fixed,100000,,25,frame,modified,40840,42484,0.5052,0.3795,53.02,1,1
R0_FA0,R0_FS0,eventCount_noPolarity,cosplace,1,countbin,fixed,100000,,25,frame,modified,40840,42484,0.4034,0.1328,30.3,1,1
R0_FN0,R0_FS0,eventCount,mixvpr,1,countbin,fixed,100000,,25,frame,modified,40840,19273,0.1202,0.0161,32.05,1,1
