ref_seq,qry_seq,reconstruction_name,vpr_method,seq_len,bin_type,binning_strategy,events_per_bin,time_res,positive_dist_thresh,patch_or_frame,seq_match_type,num_qry_frames,num_ref_frames,recall_at_1,auc,runtime,patch_rows,patch_cols
sunset1,night,eventCount,mixvpr,1,countbin,fixed,500000,,25,patch,modified,745,1074,0.0255,,41.74,0,0
sunset1,morning,eventCount,mixvpr,1,countbin,fixed,500000,,25,patch,modified,744,1074,0.7702,,37.32,0,0
sunset1,sunrise,eventCount,mixvpr,1,countbin,fixed,500000,,25,patch,modified,990,1074,0.7646,,45.26,0,0
sunset1,night,eventCount,megaloc,1,countbin,fixed,500000,,25,patch,modified,745,1074,0.0282,,56.38,0,0
sunset1,sunset2,eventCount,mixvpr,1,countbin,fixed,500000,,25,patch,modified,1416,1074,0.8997,,61.41,0,0
sunset1,morning,eventCount,megaloc,1,countbin,fixed,500000,,25,patch,modified,744,1074,0.504,,59.59,0,0
sunset1,daytime,eventCount,mixvpr,1,countbin,fixed,500000,,25,patch,modified,1355,1074,0.355,,59.61,0,0
sunset1,sunrise,eventCount,megaloc,1,countbin,fixed,500000,,25,patch,modified,990,1074,0.4838,,75.15,0,0
sunset1,night,eventCount_noPolarity,mixvpr,1,countbin,fixed,500000,,25,patch,modified,745,1074,0.0161,,45.05,0,0
sunset1,night,eventCount,cosplace,1,countbin,fixed,500000,,25,patch,modified,745,1074,0.0134,,37.7,0,0
sunset1,morning,eventCount,cosplace,1,countbin,fixed,500000,,25,patch,modified,744,1074,0.5269,,30.44,0,0
sunset1,morning,eventCount_noPolarity,mixvpr,1,countbin,fixed,500000,,25,patch,modified,744,1074,0.6505,,37.86,0,0
sunset1,sunrise,eventCount,cosplace,1,countbin,fixed,500000,,25,patch,modified,990,1074,0.5444,,31.39,0,0
sunset1,sunset2,eventCount,megaloc,1,countbin,fixed,500000,,25,patch,modified,1416,1074,0.7804,,91.52,0,0
sunset1,sunrise,eventCount_noPolarity,mixvpr,1,countbin,fixed,500000,,25,patch,modified,990,1074,0.6354,,47.4,0,0
sunset1,sunset2,eventCount,cosplace,1,countbin,fixed,500000,,25,patch,modified,1416,1074,0.7698,,43.61,0,0
sunset1,sunset2,eventCount_noPolarity,mixvpr,1,countbin,fixed,500000,,25,patch,modified,1416,1074,0.8863,,63.15,0,0
sunset1,daytime,eventCount,cosplace,1,countbin,fixed,500000,,25,patch,modified,1355,1074,0.2192,,42.91,0,0
sunset1,daytime,eventCount,megaloc,1,countbin,fixed,500000,,25,patch,modified,1355,1074,0.2391,,86.89,0,0
sunset1,night,eventCount_noPolarity,cosplace,1,countbin,fixed,500000,,25,patch,modified,745,1074,0.0228,,36.75,0,0
sunset1,morning,eventCount_noPolarity,cosplace,1,countbin,fixed,500000,,25,patch,modified,744,1074,0.4946,,26.03,0,0
sunset1,night,eventCount,netvlad,1,countbin,fixed,500000,,25,patch,modified,745,1074,0.0228,,36.75,0,0
sunset1,daytime,eventCount_noPolarity,mixvpr,1,countbin,fixed,500000,,25,patch,modified,1355,1074,0.2701,,69.63,0,0
sunset1,night,eventCount_noPolarity,megaloc,1,countbin,fixed,500000,,25,patch,modified,745,1074,0.0215,,65.79,0,0
sunset1,morning,eventCount,netvlad,1,countbin,fixed,500000,,25,patch,modified,744,1074,0.6183,,23.07,0,0
sunset1,sunrise,eventCount_noPolarity,cosplace,1,countbin,fixed,500000,,25,patch,modified,990,1074,0.5263,,34.9,0,0
sunset1,night,timeSurface,mixvpr,1,countbin,fixed,500000,,25,patch,modified,745,1074,0.0403,,47.54,0,0
sunset1,sunrise,eventCount,netvlad,1,countbin,fixed,500000,,25,patch,modified,990,1074,0.597,,24.01,0,0
sunset1,morning,eventCount_noPolarity,megaloc,1,countbin,fixed,500000,,25,patch,modified,744,1074,0.3495,,61.21,0,0
sunset1,sunset2,eventCount_noPolarity,cosplace,1,countbin,fixed,500000,,25,patch,modified,1416,1074,0.7451,,41.15,0,0
sunset1,sunset2,eventCount,netvlad,1,countbin,fixed,500000,,25,patch,modified,1416,1074,0.8376,,34.33,0,0
sunset1,morning,timeSurface,mixvpr,1,countbin,fixed,500000,,25,patch,modified,744,1074,0.7661,,43.66,0,0
sunset1,daytime,eventCount_noPolarity,cosplace,1,countbin,fixed,500000,,25,patch,modified,1355,1074,0.1446,,58.04,0,0
sunset1,daytime,eventCount,netvlad,1,countbin,fixed,500000,,25,patch,modified,1355,1074,0.3144,,69.72,0,0
sunset1,sunrise,eventCount_noPolarity,megaloc,1,countbin,fixed,500000,,25,patch,modified,990,1074,0.3596,,91.28,0,0
sunset1,night,timeSurface,cosplace,1,countbin,fixed,500000,,25,patch,modified,745,1074,0.0174,,33.57,0,0
sunset1,night,eventCount_noPolarity,netvlad,1,countbin,fixed,500000,,25,patch,modified,745,1074,0.0148,,29.76,0,0
sunset1,sunrise,timeSurface,mixvpr,1,countbin,fixed,500000,,25,patch,modified,990,1074,0.7677,,88.28,0,0
sunset1,morning,timeSurface,cosplace,1,countbin,fixed,500000,,25,patch,modified,744,1074,0.5484,,27.49,0,0
sunset1,morning,eventCount_noPolarity,netvlad,1,countbin,fixed,500000,,25,patch,modified,744,1074,0.4704,,20.61,0,0
sunset1,sunrise,eventCount_noPolarity,netvlad,1,countbin,fixed,500000,,25,patch,modified,990,1074,0.5121,,25.44,0,0
sunset1,sunrise,timeSurface,cosplace,1,countbin,fixed,500000,,25,patch,modified,990,1074,0.5808,,30.9,0,0
sunset1,sunset2,timeSurface,mixvpr,1,countbin,fixed,500000,,25,patch,modified,1416,1074,0.9004,,62.31,0,0
sunset1,sunset2,eventCount_noPolarity,netvlad,1,countbin,fixed,500000,,25,patch,modified,1416,1074,0.7973,,45.3,0,0
sunset1,sunset2,eventCount_noPolarity,megaloc,1,countbin,fixed,500000,,25,patch,modified,1416,1074,0.6709,,103.26,0,0
sunset1,sunset2,timeSurface,cosplace,1,countbin,fixed,500000,,25,patch,modified,1416,1074,0.786,,55.22,0,0
sunset1,daytime,timeSurface,mixvpr,1,countbin,fixed,500000,,25,patch,modified,1355,1074,0.4627,,63.71,0,0
sunset1,daytime,timeSurface,cosplace,1,countbin,fixed,500000,,25,patch,modified,1355,1074,0.276,,38.86,0,0
