ref_seq,qry_seq,reconstruction_name,vpr_method,seq_len,bin_type,binning_strategy,events_per_bin,time_res,positive_dist_thresh,patch_or_frame,seq_match_type,num_qry_frames,num_ref_frames,recall_at_1,auc,runtime,patch_rows,patch_cols
R0_FA0,R0_FS0,e2vid,mixvpr,1,timebin,fixed,,0.15,25,patch,modified,6071,6984,0.7705,0.5364,3.25,2,3
R0_FA0,R0_FS0,eventCount_noPolarity,mixvpr,1,timebin,fixed,,0.15,25,patch,modified,6071,6984,0.6488,0.4092,3.31,2,3
R0_FA0,R0_FS0,timeSurface,mixvpr,1,timebin,fixed,,0.15,25,patch,modified,6071,6984,0.7722,0.5619,5.66,2,3
R0_FA0,R0_FS0,eventCount,mixvpr,1,timebin,fixed,,0.15,25,patch,modified,6071,6984,0.7197,0.51,3.29,2,3
R0_FA0,R0_FN0,e2vid,mixvpr,1,timebin,fixed,,0.15,25,patch,modified,5931,6984,0.0558,0.0022,8.18,2,3
R0_FA0,R0_FS0,eventCount,megaloc,1,timebin,fixed,,0.15,25,patch,modified,6071,6984,0.7735,0.5272,765.12,2,3
R0_FA0,R0_FS0,timeSurface,megaloc,1,timebin,fixed,,0.15,25,patch,modified,6071,6984,0.8051,0.5677,769.36,2,3
R0_FA0,R0_FN0,eventCount_noPolarity,mixvpr,1,timebin,fixed,,0.15,25,patch,modified,5931,6984,0.0991,0.0084,3.05,2,3
R0_FA0,R0_FS0,e2vid,megaloc,1,timebin,fixed,,0.15,25,patch,modified,6071,6984,0.7027,0.444,771.37,2,3
R0_FA0,R0_FN0,timeSurface,mixvpr,1,timebin,fixed,,0.15,25,patch,modified,5931,6984,0.1271,0.0153,3.19,2,3
R0_FA0,R0_FN0,eventCount,mixvpr,1,timebin,fixed,,0.15,25,patch,modified,5931,6984,0.1249,0.0148,3.5,2,3
R0_FA0,R0_FS0,eventCount_noPolarity,megaloc,1,timebin,fixed,,0.15,25,patch,modified,6071,6984,0.7134,0.4701,837.71,2,3
R0_FN0,R0_FS0,e2vid,mixvpr,1,timebin,fixed,,0.15,25,patch,modified,6071,5931,0.1932,0.0291,3.37,2,3
R0_FN0,R0_FS0,eventCount_noPolarity,mixvpr,1,timebin,fixed,,0.15,25,patch,modified,6071,5931,0.25,0.0661,3.33,2,3
R0_FN0,R0_FS0,timeSurface,mixvpr,1,timebin,fixed,,0.15,25,patch,modified,6071,5931,0.2668,0.0803,2.94,2,3
R0_FN0,R0_FS0,eventCount,mixvpr,1,timebin,fixed,,0.15,25,patch,modified,6071,5931,0.2579,0.0799,3.34,2,3
R0_FA0,R0_FS0,e2vid,cosplace,1,timebin,fixed,,0.15,25,patch,modified,6071,6984,0.6735,0.4276,348.53,2,3
R0_FA0,R0_FN0,eventCount,megaloc,1,timebin,fixed,,0.15,25,patch,modified,5931,6984,0.1556,0.0186,670.01,2,3
R0_FA0,R0_FN0,e2vid,megaloc,1,timebin,fixed,,0.15,25,patch,modified,5931,6984,0.0378,0.0008,667.19,2,3
R0_FA0,R0_FN0,timeSurface,megaloc,1,timebin,fixed,,0.15,25,patch,modified,5931,6984,0.1467,0.0164,687.85,2,3
