ref_seq,qry_seq,reconstruction_name,vpr_method,seq_len,bin_type,binning_strategy,events_per_bin,time_res,positive_dist_thresh,patch_or_frame,seq_match_type,num_qry_frames,num_ref_frames,recall_at_1,auc,runtime
sunset1,night,eventCount,netvlad,1,timebin,adaptive,,,25,frame,modified,2391,2534,0.0506,,33.56
sunset1,night,eventCount,mixvpr,1,timebin,adaptive,,,25,frame,modified,2391,2534,0.0690,,38.67
sunset1,night,eventCount,cosplace,1,timebin,adaptive,,,25,frame,modified,2391,2534,0.0209,,40.67
sunset1,morning,eventCount,netvlad,1,timebin,adaptive,,,25,frame,modified,2371,2534,0.3045,,21.65
sunset1,morning,eventCount,mixvpr,1,timebin,adaptive,,,25,frame,modified,2371,2534,0.6204,,23.43
sunset1,morning,eventCount,cosplace,1,timebin,adaptive,,,25,frame,modified,2371,2534,0.2889,,23.22
sunset1,sunrise,eventCount,netvlad,1,timebin,adaptive,,,25,frame,modified,2425,2534,0.4062,,21.42
sunset1,night,eventCount,megaloc,1,timebin,adaptive,,,25,frame,modified,2391,2534,0.1100,,79.33
sunset1,sunrise,eventCount,mixvpr,1,timebin,adaptive,,,25,frame,modified,2425,2534,0.7200,,22.46
sunset1,sunrise,eventCount,cosplace,1,timebin,adaptive,,,25,frame,modified,2425,2534,0.3996,,23.78
sunset1,sunset2,eventCount,netvlad,1,timebin,adaptive,,,25,frame,modified,2273,2534,0.7783,,22.85
sunset1,sunset2,eventCount,mixvpr,1,timebin,adaptive,,,25,frame,modified,2273,2534,0.9573,,21.76
sunset1,sunset2,eventCount,cosplace,1,timebin,adaptive,,,25,frame,modified,2273,2534,0.6454,,22.24
sunset1,daytime,eventCount,netvlad,1,timebin,adaptive,,,25,frame,modified,2549,2534,0.2762,,21.66
sunset1,daytime,eventCount,mixvpr,1,timebin,adaptive,,,25,frame,modified,2549,2534,0.4280,,22.90
sunset1,daytime,eventCount,cosplace,1,timebin,adaptive,,,25,frame,modified,2549,2534,0.2095,,24.53
sunset1,morning,eventCount,megaloc,1,timebin,adaptive,,,25,frame,modified,2371,2534,0.6280,,65.86
sunset1,night,eventCount_noPolarity,netvlad,1,timebin,adaptive,,,25,frame,modified,2391,2534,0.0385,,24.22
