ref_seq,qry_seq,reconstruction_name,vpr_method,seq_len,bin_type,binning_strategy,events_per_bin,time_res,positive_dist_thresh,patch_or_frame,seq_match_type,num_qry_frames,num_ref_frames,recall_at_1,auc,runtime
R0_FA0,R0_FS0,eventCount,mixvpr,1,timebin,adaptive,,,25,frame,modified,2584,2955,0.5840,,49.41
R0_FA0,R0_FS0,eventCount,netvlad,1,timebin,adaptive,,,25,frame,modified,2584,2955,0.4238,,42.86
R0_FA0,R0_FN0,eventCount,mixvpr,1,timebin,adaptive,,,25,frame,modified,2530,2955,0.1071,,33.95
R0_FN0,R0_FS0,eventCount,mixvpr,1,timebin,adaptive,,,25,frame,modified,2584,2530,0.2179,,29.05
R0_FA0,R0_FN0,eventCount,netvlad,1,timebin,adaptive,,,25,frame,modified,2530,2955,0.0791,,42.08
R0_FN0,R0_FS0,eventCount,netvlad,1,timebin,adaptive,,,25,frame,modified,2584,2530,0.1606,,40.24
R0_RA0,R0_RN0,eventCount,mixvpr,1,timebin,adaptive,,,25,frame,modified,2633,3586,0.0870,,61.08
R0_RA0,R0_RN0,eventCount,netvlad,1,timebin,adaptive,,,25,frame,modified,2633,3586,0.0437,,45.65
R0_RS0,R0_RN0,eventCount,mixvpr,1,timebin,adaptive,,,25,frame,modified,2633,2893,0.1413,,43.25
R0_FA0,R0_FS0,eventCount,cosplace,1,timebin,adaptive,,,25,frame,modified,2584,2955,0.4172,,66.55
R0_RS0,R0_RN0,eventCount,netvlad,1,timebin,adaptive,,,25,frame,modified,2633,2893,0.0904,,42.79
R0_FA0,R0_FS0,eventCount_noPolarity,mixvpr,1,timebin,adaptive,,,25,frame,modified,2584,2955,0.4973,,45.59
R0_FA0,R0_FN0,eventCount,cosplace,1,timebin,adaptive,,,25,frame,modified,2530,2955,0.0522,,37.88
R0_FA0,R0_FS0,eventCount_noPolarity,netvlad,1,timebin,adaptive,,,25,frame,modified,2584,2955,0.4164,,41.83
R0_FN0,R0_FS0,eventCount,cosplace,1,timebin,adaptive,,,25,frame,modified,2584,2530,0.2005,,34.31
R0_FA0,R0_FN0,eventCount_noPolarity,mixvpr,1,timebin,adaptive,,,25,frame,modified,2530,2955,0.1194,,36.96
R0_FN0,R0_FS0,eventCount_noPolarity,mixvpr,1,timebin,adaptive,,,25,frame,modified,2584,2530,0.2171,,27.65
R0_FA0,R0_FN0,eventCount_noPolarity,netvlad,1,timebin,adaptive,,,25,frame,modified,2530,2955,0.0743,,40.79
R0_RA0,R0_RN0,eventCount,cosplace,1,timebin,adaptive,,,25,frame,modified,2633,3586,0.0433,,65.41
R0_FN0,R0_FS0,eventCount_noPolarity,netvlad,1,timebin,adaptive,,,25,frame,modified,2584,2530,0.1467,,39.61
R0_RA0,R0_RN0,eventCount_noPolarity,mixvpr,1,timebin,adaptive,,,25,frame,modified,2633,3586,0.0714,,45.75
R0_RS0,R0_RN0,eventCount,cosplace,1,timebin,adaptive,,,25,frame,modified,2633,2893,0.0680,,45.85
R0_FA0,R0_FS0,eventCount,megaloc,1,timebin,adaptive,,,25,frame,modified,2584,2955,0.7001,,253.40
R0_RS0,R0_RN0,eventCount_noPolarity,mixvpr,1,timebin,adaptive,,,25,frame,modified,2633,2893,0.1751,,40.62
R0_RA0,R0_RN0,eventCount_noPolarity,netvlad,1,timebin,adaptive,,,25,frame,modified,2633,3586,0.0532,,45.06
R0_FA0,R0_FS0,eventCount_noPolarity,cosplace,1,timebin,adaptive,,,25,frame,modified,2584,2955,0.3146,,43.29
R0_FA0,R0_FS0,timeSurface,mixvpr,1,timebin,adaptive,,,25,frame,modified,2584,2955,0.6993,,43.67
R0_RS0,R0_RN0,eventCount_noPolarity,netvlad,1,timebin,adaptive,,,25,frame,modified,2633,2893,0.0881,,41.87
R0_FA0,R0_FN0,eventCount_noPolarity,cosplace,1,timebin,adaptive,,,25,frame,modified,2530,2955,0.0320,,37.69
R0_FA0,R0_FN0,timeSurface,mixvpr,1,timebin,adaptive,,,25,frame,modified,2530,2955,0.0862,,34.10
R0_FA0,R0_FS0,timeSurface,netvlad,1,timebin,adaptive,,,25,frame,modified,2584,2955,0.4632,,41.73
R0_FN0,R0_FS0,eventCount_noPolarity,cosplace,1,timebin,adaptive,,,25,frame,modified,2584,2530,0.1509,,34.57
R0_FN0,R0_FS0,timeSurface,mixvpr,1,timebin,adaptive,,,25,frame,modified,2584,2530,0.2539,,30.30
R0_FA0,R0_FN0,timeSurface,netvlad,1,timebin,adaptive,,,25,frame,modified,2530,2955,0.0727,,42.15
R0_RA0,R0_RN0,eventCount_noPolarity,cosplace,1,timebin,adaptive,,,25,frame,modified,2633,3586,0.0179,,49.49
R0_RA0,R0_RN0,timeSurface,mixvpr,1,timebin,adaptive,,,25,frame,modified,2633,3586,0.0706,,51.78
R0_FN0,R0_FS0,timeSurface,netvlad,1,timebin,adaptive,,,25,frame,modified,2584,2530,0.1467,,39.97
R0_FA0,R0_FS0,eventCount,mixvpr,1,timebin,adaptive,,,25,patch,modified,2584,2955,0.6583,,132.16
R0_RS0,R0_RN0,eventCount_noPolarity,cosplace,1,timebin,adaptive,,,25,frame,modified,2633,2893,0.0748,,41.16
R0_RS0,R0_RN0,timeSurface,mixvpr,1,timebin,adaptive,,,25,frame,modified,2633,2893,0.1101,,40.90
R0_RA0,R0_RN0,timeSurface,netvlad,1,timebin,adaptive,,,25,frame,modified,2633,3586,0.0460,,46.39
R0_FA0,R0_FN0,eventCount,megaloc,1,timebin,adaptive,,,25,frame,modified,2530,2955,0.1794,,225.92
R0_FA0,R0_FS0,e2vid,mixvpr,1,timebin,adaptive,,,25,frame,modified,2584,2955,0.6788,,40.86
R0_FA0,R0_FS0,timeSurface,cosplace,1,timebin,adaptive,,,25,frame,modified,2584,2955,0.5077,,48.42
R0_RS0,R0_RN0,timeSurface,netvlad,1,timebin,adaptive,,,25,frame,modified,2633,2893,0.0938,,41.70
R0_FA0,R0_FN0,e2vid,mixvpr,1,timebin,adaptive,,,25,frame,modified,2530,2955,0.0285,,31.89
R0_FA0,R0_FN0,timeSurface,cosplace,1,timebin,adaptive,,,25,frame,modified,2530,2955,0.0858,,40.41
R0_FA0,R0_FS0,e2vid,netvlad,1,timebin,adaptive,,,25,frame,modified,2584,2955,0.5255,,42.08
R0_FA0,R0_FN0,eventCount,mixvpr,1,timebin,adaptive,,,25,patch,modified,2530,2955,0.1249,,105.96
R0_FN0,R0_FS0,e2vid,mixvpr,1,timebin,adaptive,,,25,frame,modified,2584,2530,0.1819,,27.64
R0_FN0,R0_FS0,timeSurface,cosplace,1,timebin,adaptive,,,25,frame,modified,2584,2530,0.1846,,34.67
R0_FA0,R0_FN0,e2vid,netvlad,1,timebin,adaptive,,,25,frame,modified,2530,2955,0.0253,,41.14
R0_RA0,R0_RN0,e2vid,mixvpr,1,timebin,adaptive,,,25,frame,modified,2633,3586,0.0399,,40.48
R0_FN0,R0_FS0,e2vid,netvlad,1,timebin,adaptive,,,25,frame,modified,2584,2530,0.1436,,39.47
R0_RA0,R0_RN0,timeSurface,cosplace,1,timebin,adaptive,,,25,frame,modified,2633,3586,0.0406,,47.89
R0_RS0,R0_RN0,e2vid,mixvpr,1,timebin,adaptive,,,25,frame,modified,2633,2893,0.0984,,36.18
R0_FN0,R0_FS0,eventCount,mixvpr,1,timebin,adaptive,,,25,patch,modified,2584,2530,0.2132,,108.73
R0_RA0,R0_RN0,e2vid,netvlad,1,timebin,adaptive,,,25,frame,modified,2633,3586,0.0197,,45.74
R0_RS0,R0_RN0,timeSurface,cosplace,1,timebin,adaptive,,,25,frame,modified,2633,2893,0.0630,,45.82
R0_FN0,R0_FS0,eventCount,megaloc,1,timebin,adaptive,,,25,frame,modified,2584,2530,0.3313,,211.99
R0_FA0,R0_FS0,eventCount,megaloc,1,timebin,adaptive,,,25,patch,modified,2584,2955,0.6908,,312.10
R0_FA0,R0_FS0,e2vid,cosplace,1,timebin,adaptive,,,25,frame,modified,2584,2955,0.6954,,39.47
R0_RS0,R0_RN0,e2vid,netvlad,1,timebin,adaptive,,,25,frame,modified,2633,2893,0.0634,,43.06
R0_FA0,R0_FS0,eventCount,cosplace,1,timebin,adaptive,,,25,patch,modified,2584,2955,0.4803,,157.36
R0_FA0,R0_FN0,e2vid,cosplace,1,timebin,adaptive,,,25,frame,modified,2530,2955,0.0138,,36.83
R0_RA0,R0_RN0,eventCount,mixvpr,1,timebin,adaptive,,,25,patch,modified,2633,3586,0.1037,,115.27
R0_FN0,R0_FS0,e2vid,cosplace,1,timebin,adaptive,,,25,frame,modified,2584,2530,0.1947,,33.28
R0_RA0,R0_RN0,e2vid,cosplace,1,timebin,adaptive,,,25,frame,modified,2633,3586,0.0342,,50.41
R0_FA0,R0_FS0,eventCount,netvlad,1,timebin,adaptive,,,25,patch,modified,2584,2955,0.5143,,133.70
R0_RS0,R0_RN0,e2vid,cosplace,1,timebin,adaptive,,,25,frame,modified,2633,2893,0.0870,,37.12
R0_RS0,R0_RN0,eventCount,mixvpr,1,timebin,adaptive,,,25,patch,modified,2633,2893,0.1489,,121.82
R0_FA0,R0_FN0,eventCount,cosplace,1,timebin,adaptive,,,25,patch,modified,2530,2955,0.0506,,163.45
R0_RA0,R0_RN0,eventCount,megaloc,1,timebin,adaptive,,,25,frame,modified,2633,3586,0.1409,,277.21
R0_FA0,R0_FN0,eventCount,netvlad,1,timebin,adaptive,,,25,patch,modified,2530,2955,0.0893,,129.99
R0_FA0,R0_FN0,eventCount,megaloc,1,timebin,adaptive,,,25,patch,modified,2530,2955,0.1415,,289.19
R0_FA0,R0_FS0,eventCount_noPolarity,mixvpr,1,timebin,adaptive,,,25,patch,modified,2584,2955,0.5472,,107.66
R0_FN0,R0_FS0,eventCount,cosplace,1,timebin,adaptive,,,25,patch,modified,2584,2530,0.2032,,153.35
R0_FA0,R0_FN0,eventCount_noPolarity,mixvpr,1,timebin,adaptive,,,25,patch,modified,2530,2955,0.0976,,107.42
R0_FN0,R0_FS0,eventCount,netvlad,1,timebin,adaptive,,,25,patch,modified,2584,2530,0.1726,,137.90
R0_RS0,R0_RN0,eventCount,megaloc,1,timebin,adaptive,,,25,frame,modified,2633,2893,0.1903,,232.08
R0_FN0,R0_FS0,eventCount_noPolarity,mixvpr,1,timebin,adaptive,,,25,patch,modified,2584,2530,0.2322,,106.24
R0_RA0,R0_RN0,eventCount,cosplace,1,timebin,adaptive,,,25,patch,modified,2633,3586,0.0399,,162.83
R0_RA0,R0_RN0,eventCount,netvlad,1,timebin,adaptive,,,25,patch,modified,2633,3586,0.0558,,156.39
R0_FN0,R0_FS0,eventCount,megaloc,1,timebin,adaptive,,,25,patch,modified,2584,2530,0.3297,,300.34
R0_RA0,R0_RN0,eventCount_noPolarity,mixvpr,1,timebin,adaptive,,,25,patch,modified,2633,3586,0.0581,,113.69
R0_RS0,R0_RN0,eventCount,cosplace,1,timebin,adaptive,,,25,patch,modified,2633,2893,0.0570,,166.41
R0_RS0,R0_RN0,eventCount,netvlad,1,timebin,adaptive,,,25,patch,modified,2633,2893,0.1010,,133.77
R0_FA0,R0_FS0,eventCount_noPolarity,megaloc,1,timebin,adaptive,,,25,frame,modified,2584,2955,0.6923,,234.73
R0_RS0,R0_RN0,eventCount_noPolarity,mixvpr,1,timebin,adaptive,,,25,patch,modified,2633,2893,0.0938,,109.83
R0_FA0,R0_FS0,eventCount_noPolarity,netvlad,1,timebin,adaptive,,,25,patch,modified,2584,2955,0.4539,,132.76
R0_FA0,R0_FS0,eventCount_noPolarity,cosplace,1,timebin,adaptive,,,25,patch,modified,2584,2955,0.3974,,153.51
R0_FA0,R0_FS0,timeSurface,mixvpr,1,timebin,adaptive,,,25,patch,modified,2584,2955,0.7721,,105.05
R0_RA0,R0_RN0,eventCount,megaloc,1,timebin,adaptive,,,25,patch,modified,2633,3586,0.1075,,336.17
R0_FA0,R0_FN0,eventCount_noPolarity,megaloc,1,timebin,adaptive,,,25,frame,modified,2530,2955,0.1704,,231.93
R0_FA0,R0_FN0,timeSurface,mixvpr,1,timebin,adaptive,,,25,patch,modified,2530,2955,0.1375,,108.66
R0_FA0,R0_FN0,eventCount_noPolarity,netvlad,1,timebin,adaptive,,,25,patch,modified,2530,2955,0.0470,,132.14
R0_FA0,R0_FN0,eventCount_noPolarity,cosplace,1,timebin,adaptive,,,25,patch,modified,2530,2955,0.0269,,147.36
R0_FN0,R0_FS0,timeSurface,mixvpr,1,timebin,adaptive,,,25,patch,modified,2584,2530,0.2612,,107.41
R0_FN0,R0_FS0,eventCount_noPolarity,netvlad,1,timebin,adaptive,,,25,patch,modified,2584,2530,0.1869,,125.71
R0_FN0,R0_FS0,eventCount_noPolarity,cosplace,1,timebin,adaptive,,,25,patch,modified,2584,2530,0.1978,,147.39
R0_FN0,R0_FS0,eventCount_noPolarity,megaloc,1,timebin,adaptive,,,25,frame,modified,2584,2530,0.3127,,213.40
R0_RA0,R0_RN0,timeSurface,mixvpr,1,timebin,adaptive,,,25,patch,modified,2633,3586,0.0794,,112.55
R0_RS0,R0_RN0,eventCount,megaloc,1,timebin,adaptive,,,25,patch,modified,2633,2893,0.1614,,326.15
R0_RA0,R0_RN0,eventCount_noPolarity,netvlad,1,timebin,adaptive,,,25,patch,modified,2633,3586,0.0406,,143.78
R0_RS0,R0_RN0,timeSurface,mixvpr,1,timebin,adaptive,,,25,patch,modified,2633,2893,0.1242,,109.86
R0_RA0,R0_RN0,eventCount_noPolarity,cosplace,1,timebin,adaptive,,,25,patch,modified,2633,3586,0.0304,,166.94
R0_RS0,R0_RN0,eventCount_noPolarity,netvlad,1,timebin,adaptive,,,25,patch,modified,2633,2893,0.0517,,121.52
R0_FA0,R0_FS0,e2vid,mixvpr,1,timebin,adaptive,,,25,patch,modified,2584,2955,0.7802,,102.34
