ref_seq,qry_seq,reconstruction_name,vpr_method,seq_len,bin_type,binning_strategy,events_per_bin,time_res,positive_dist_thresh,patch_or_frame,seq_match_type,num_qry_frames,num_ref_frames,recall_at_1,auc,runtime
R0_FA0,R0_FS0,eventCount,mixvpr,1,timebin,adaptive,,,25,frame,modified,5159,5899,0.6319,,86.05
R0_FA0,R0_FN0,eventCount,mixvpr,1,timebin,adaptive,,,25,frame,modified,5050,5899,0.1113,,77.66
R0_FN0,R0_FS0,eventCount,mixvpr,1,timebin,adaptive,,,25,frame,modified,5159,5050,0.2541,,58.41
R0_FA0,R0_FS0,eventCount,cosplace,1,timebin,adaptive,,,25,frame,modified,5159,5899,0.4582,,100.03
R0_FA0,R0_FS0,eventCount,netvlad,1,timebin,adaptive,,,25,frame,modified,5159,5899,0.4202,,100.29
R0_RA0,R0_RN0,eventCount,mixvpr,1,timebin,adaptive,,,25,frame,modified,5260,7164,0.0920,,110.98
R0_FA0,R0_FN0,eventCount,cosplace,1,timebin,adaptive,,,25,frame,modified,5050,5899,0.0602,,87.00
R0_FA0,R0_FN0,eventCount,netvlad,1,timebin,adaptive,,,25,frame,modified,5050,5899,0.0715,,96.06
R0_FN0,R0_FS0,eventCount,cosplace,1,timebin,adaptive,,,25,frame,modified,5159,5050,0.1931,,64.49
R0_RS0,R0_RN0,eventCount,mixvpr,1,timebin,adaptive,,,25,frame,modified,5260,5778,0.1850,,78.26
R0_FN0,R0_FS0,eventCount,netvlad,1,timebin,adaptive,,,25,frame,modified,5159,5050,0.1525,,71.41
R0_FA0,R0_FS0,eventCount_noPolarity,mixvpr,1,timebin,adaptive,,,25,frame,modified,5159,5899,0.5767,,80.57
R0_RA0,R0_RN0,eventCount,cosplace,1,timebin,adaptive,,,25,frame,modified,5260,7164,0.0477,,103.26
R0_RA0,R0_RN0,eventCount,netvlad,1,timebin,adaptive,,,25,frame,modified,5260,7164,0.0441,,111.07
R0_FA0,R0_FN0,eventCount_noPolarity,mixvpr,1,timebin,adaptive,,,25,frame,modified,5050,5899,0.1103,,64.67
R0_FA0,R0_FS0,eventCount,mixvpr,1,timebin,adaptive,,,25,patch,modified,5159,5899,0.7224,,293.90
R0_RS0,R0_RN0,eventCount,cosplace,1,timebin,adaptive,,,25,frame,modified,5260,5778,0.0599,,82.79
R0_FN0,R0_FS0,eventCount_noPolarity,mixvpr,1,timebin,adaptive,,,25,frame,modified,5159,5050,0.2553,,53.79
R0_RS0,R0_RN0,eventCount,netvlad,1,timebin,adaptive,,,25,frame,modified,5260,5778,0.0989,,81.82
R0_FA0,R0_FS0,eventCount,megaloc,1,timebin,adaptive,,,25,frame,modified,5159,5899,0.7955,,468.28
R0_FA0,R0_FS0,eventCount_noPolarity,cosplace,1,timebin,adaptive,,,25,frame,modified,5159,5899,0.3867,,85.03
