ref_seq,qry_seq,reconstruction_name,vpr_method,seq_len,bin_type,binning_strategy,events_per_bin,time_res,positive_dist_thresh,patch_or_frame,seq_match_type,num_qry_frames,num_ref_frames,recall_at_1,auc,runtime
sunset1,night,eventCount,netvlad,1,timebin,adaptive,,,25,frame,modified,1425,1511,0.0421,,26.85
sunset1,night,eventCount,mixvpr,1,timebin,adaptive,,,25,frame,modified,1425,1511,0.0554,,28.97
sunset1,night,eventCount,cosplace,1,timebin,adaptive,,,25,frame,modified,1425,1511,0.0274,,31.05
sunset1,morning,eventCount,netvlad,1,timebin,adaptive,,,25,frame,modified,1414,1511,0.2694,,14.71
sunset1,morning,eventCount,mixvpr,1,timebin,adaptive,,,25,frame,modified,1414,1511,0.5835,,13.48
sunset1,morning,eventCount,cosplace,1,timebin,adaptive,,,25,frame,modified,1414,1511,0.2815,,14.41
sunset1,night,eventCount,megaloc,1,timebin,adaptive,,,25,frame,modified,1425,1511,0.0863,,53.42
sunset1,sunrise,eventCount,netvlad,1,timebin,adaptive,,,25,frame,modified,1445,1511,0.3758,,16.92
sunset1,sunrise,eventCount,mixvpr,1,timebin,adaptive,,,25,frame,modified,1445,1511,0.7080,,13.67
sunset1,sunrise,eventCount,cosplace,1,timebin,adaptive,,,25,frame,modified,1445,1511,0.3979,,14.55
sunset1,sunset2,eventCount,netvlad,1,timebin,adaptive,,,25,frame,modified,1356,1511,0.7647,,14.82
sunset1,sunset2,eventCount,mixvpr,1,timebin,adaptive,,,25,frame,modified,1356,1511,0.9469,,12.98
sunset1,sunset2,eventCount,cosplace,1,timebin,adaptive,,,25,frame,modified,1356,1511,0.6681,,13.77
sunset1,morning,eventCount,megaloc,1,timebin,adaptive,,,25,frame,modified,1414,1511,0.5629,,40.77
sunset1,daytime,eventCount,netvlad,1,timebin,adaptive,,,25,frame,modified,1519,1511,0.2291,,17.18
sunset1,daytime,eventCount,mixvpr,1,timebin,adaptive,,,25,frame,modified,1519,1511,0.3930,,13.96
sunset1,daytime,eventCount,cosplace,1,timebin,adaptive,,,25,frame,modified,1519,1511,0.2008,,14.91
sunset1,night,eventCount_noPolarity,netvlad,1,timebin,adaptive,,,25,frame,modified,1425,1511,0.0414,,15.74
sunset1,night,eventCount_noPolarity,mixvpr,1,timebin,adaptive,,,25,frame,modified,1425,1511,0.0589,,14.16
sunset1,night,eventCount_noPolarity,cosplace,1,timebin,adaptive,,,25,frame,modified,1425,1511,0.0126,,14.37
sunset1,morning,eventCount_noPolarity,netvlad,1,timebin,adaptive,,,25,frame,modified,1414,1511,0.2185,,14.95
sunset1,morning,eventCount_noPolarity,mixvpr,1,timebin,adaptive,,,25,frame,modified,1414,1511,0.4795,,13.63
sunset1,sunrise,eventCount,megaloc,1,timebin,adaptive,,,25,frame,modified,1445,1511,0.6505,,40.09
sunset1,morning,eventCount_noPolarity,cosplace,1,timebin,adaptive,,,25,frame,modified,1414,1511,0.2298,,14.25
sunset1,sunrise,eventCount_noPolarity,netvlad,1,timebin,adaptive,,,25,frame,modified,1445,1511,0.3322,,15.21
